inst_code,inst_name,type,DIST,PLACE,COED,branch_ code,OC_BO YS,OC_GIR LS,SC_BOY S,SC_GIR LS,ST_BOY S,ST_GIR LS,BCA_B OYS,BCA_GI RLS,BCB_B OYS,BCB_GI RLS,BCC_B OYS,BCC_GI RLS,BCD_B OYS,BCD_GI RLS,BCE_B OYS,BCE_GI RLS,OC_EWS_B OYS,OC_EWS_GI RLS,Year
SWRN,"SWARNANDHRA COLL. OF ENGG AND
TECHNOLOGY",PVT,WG,NARSAPURAM,COED,INF,58235.0,58235.0,171888.0,171888.0,58235.0,58235.0,98359.0,140788.0,71428.0,71428.0,58235.0,58235.0,69355.0,124608.0,75816.0,164154.0,62330.0,48651.0,2022.0
SWRN,"SWARNANDHRA COLL. OF ENGG AND
TECHNOLOGY",PVT,WG,NARSAPURAM,COED,MEC,158000.0,158000.0,164406.0,164406.0,165344.0,165344.0,167919.0,167919.0,165255.0,165255.0,169131.0,169131.0,158000.0,158000.0,158000.0,161262.0,145977.0,149811.0,2022.0
SWRN,"SWARNANDHRA COLL. OF ENGG AND
TECHNOLOGY",PVT,WG,NARSAPURAM,COED,RBT,105320.0,105320.0,105320.0,131136.0,105320.0,129743.0,166167.0,166167.0,131784.0,131784.0,105320.0,105320.0,160558.0,160558.0,105320.0,105320.0,126154.0,145797.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,CAD,87926.0,9686.0,122085.5,156333.0,127591.0,153965.0,124210.0,37090.0,121348.0,20622.0,106901.0,25681.0,112851.0,13554.0,116709.5,123158.0,104696.0,9880.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,CIV,87926.0,86113.0,122085.5,165738.0,127591.0,119266.0,124210.0,109588.0,121348.0,132664.0,106901.0,104221.0,112851.0,156989.0,116709.5,133148.0,104696.0,139321.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,CSC,87926.0,13506.0,122085.5,123350.0,127591.0,139388.0,124210.0,53381.0,121348.0,26097.0,106901.0,104221.0,112851.0,19359.0,116709.5,73327.0,104696.0,11089.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,CSE,87926.0,6223.0,122085.5,24878.0,127591.0,71899.0,124210.0,11819.0,121348.0,7438.0,106901.0,6359.0,112851.0,7332.0,116709.5,15813.0,104696.0,6289.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,CSM,87926.0,13501.0,122085.5,73937.0,127591.0,93101.0,124210.0,24823.0,121348.0,17275.0,106901.0,74565.0,112851.0,17089.0,116709.5,58508.0,104696.0,14604.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,ECE,87926.0,19795.0,122085.5,86291.0,127591.0,169456.0,124210.0,46622.0,121348.0,30343.0,106901.0,21414.0,112851.0,27238.0,116709.5,61853.0,104696.0,21621.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,EEE,87926.0,45706.0,122085.5,170796.0,127591.0,45706.0,124210.0,70684.0,121348.0,53065.0,106901.0,45569.0,112851.0,49964.0,116709.5,144301.0,104696.0,48521.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,INF,87926.0,15135.0,122085.5,64018.0,127591.0,146808.0,124210.0,26678.0,121348.0,20176.0,106901.0,52678.0,112851.0,19676.0,116709.5,39544.0,104696.0,16833.0,2022.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,MEC,87926.0,50483.0,122085.5,156596.0,127591.0,89159.0,124210.0,136660.0,121348.0,139355.0,106901.0,55506.0,112851.0,112802.0,116709.5,168160.0,104696.0,116285.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CAD,12091.0,16013.0,52080.0,53286.0,165839.0,165839.0,33184.0,51646.0,18771.0,18771.0,12091.0,16013.0,12091.0,16013.0,25568.0,25568.0,16692.0,19926.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CIV,84304.0,84400.0,173076.0,173076.0,112067.0,129815.0,113225.0,113225.0,142489.0,147264.0,133310.0,133310.0,117872.0,133635.0,116186.0,116186.0,118453.0,81811.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CSB,14963.0,22552.0,67787.0,109460.0,76671.0,122624.0,32758.0,39076.0,37643.0,37643.0,74715.0,74715.0,29442.0,29442.0,42102.0,42102.0,18658.0,22666.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CSE,8396.0,11157.0,20711.0,30069.0,57921.0,135555.0,12304.0,13290.0,11604.0,12627.0,15903.0,15903.0,8396.0,11157.0,14566.0,21661.0,10933.0,11593.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CSM,14784.0,14784.0,41638.0,82345.0,166824.0,166824.0,26453.0,26453.0,18856.0,20189.0,14784.0,14784.0,16683.0,18610.0,24994.0,83536.0,16016.0,9333.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,ECE,23845.0,30410.0,74203.0,114232.0,159165.0,171459.0,48883.0,50428.0,35143.0,35203.0,46193.0,127148.0,29883.0,37162.0,78392.0,82982.0,29113.0,33925.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,EEE,49485.0,50829.0,143847.0,172531.0,164273.0,164273.0,75990.0,75990.0,76247.0,76247.0,49485.0,50829.0,62514.0,62514.0,92837.0,92837.0,58634.0,88812.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,INF,17346.0,20291.0,61328.0,115035.0,170141.0,170141.0,41715.0,47071.0,25061.0,25061.0,33816.0,33816.0,18336.0,26351.0,32052.0,76501.0,20083.0,22017.0,2022.0
VITB,"VISHNU GRP OF INSTNS - VISHNU
INST OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,MEC,50341.0,92075.0,64076.0,169724.0,81852.0,165577.0,104330.0,115324.0,122564.0,134094.0,50341.0,100092.0,112802.0,112802.0,130102.0,130102.0,61022.0,89985.0,2022.0
VSVP,SRI VASAVI INST. OF PHARM. SCI.,PVT,WG,"TADEPALLIGUDE
M",COED,PHM,90479.0,90479.0,90479.0,90479.0,93352.0,93352.0,90479.0,90479.0,90479.0,90479.0,90479.0,90479.0,90479.0,90479.0,90479.0,90479.0,85967.0,85987.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,AIM,28176.0,28785.0,144043.0,171683.0,167474.0,167474.0,79490.0,99001.0,48855.0,51937.0,116173.0,116173.0,43871.0,43871.0,86054.0,96361.0,28948.0,30736.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,CAI,31366.0,31366.0,165193.0,169217.0,171105.0,171105.0,65192.0,75649.0,54651.0,54651.0,31366.0,31366.0,44903.0,48380.0,162292.0,162292.0,30960.0,33037.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,CIV,117319.0,117319.0,117319.0,120930.0,148363.0,148363.0,141486.0,141486.0,163090.0,163090.0,155686.0,155686.0,159037.0,159037.0,117319.0,158599.0,148086.0,136918.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,CSE,16775.0,20387.0,55335.0,62677.0,62053.0,172159.0,36733.0,39066.0,36247.0,36247.0,38628.0,38628.0,23490.0,23490.0,64731.0,64731.0,19596.0,15652.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,CST,27386.0,27386.0,87235.0,98548.0,91424.0,105977.0,50453.0,50453.0,36703.0,36703.0,27386.0,31737.0,27386.0,34251.0,73676.0,162367.0,31509.0,24714.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,ECE,34987.0,34987.0,111616.0,118152.0,137548.0,137548.0,79444.0,79444.0,63146.0,63146.0,34987.0,56030.0,49485.0,49949.0,104246.0,133260.0,34487.0,32444.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,ECT,42617.0,42617.0,158540.0,158540.0,43096.0,43096.0,95770.0,95770.0,75898.0,96432.0,42617.0,42617.0,68537.0,70990.0,42617.0,129360.0,37630.0,46168.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,EEE,80133.0,80133.0,170452.0,170452.0,80133.0,80133.0,163928.0,163928.0,114842.0,114842.0,80133.0,80133.0,83566.0,84009.0,142895.0,142895.0,78260.0,92643.0,2022.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,"TADEPALLIGUDE
M",COED,MEC,151625.0,151625.0,151625.0,172625.0,151625.0,151625.0,156982.0,156982.0,152543.0,152543.0,151625.0,151625.0,151625.0,153122.0,161246.0,161246.0,149954.0,153425.0,2022.0
WISE,"WEST GODAVARI INSTT OF SCIENCE
AND ENGINEERING",PVT,WG,NALLAJERLA,COED,AID,58634.0,58634.0,172656.0,172656.0,150818.0,150818.0,58634.0,169456.0,148075.0,148075.0,58634.0,58634.0,58634.0,168806.0,58634.0,58634.0,104696.0,144730.0,2022.0
WISE,"WEST GODAVARI INSTT OF SCIENCE
AND ENGINEERING",PVT,WG,NALLAJERLA,COED,CSE,81088.0,91143.0,170257.0,170257.0,170209.0,172308.0,168010.0,168010.0,155629.0,162148.0,81088.0,91143.0,148430.0,151220.0,155155.0,155155.0,131137.0,125102.0,2022.0
WISE,"WEST GODAVARI INSTT OF SCIENCE
AND ENGINEERING",PVT,WG,NALLAJERLA,COED,ECE,58335.0,110338.0,153398.0,162737.0,58335.0,160302.0,78575.0,135290.0,126384.0,154245.0,58335.0,110338.0,154215.0,159005.0,58335.0,110338.0,117353.0,60309.0,2022.0
WISE,"WEST GODAVARI INSTT OF SCIENCE
AND ENGINEERING",PVT,WG,NALLAJERLA,COED,MEC,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,130500.0,104696.0,85987.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,CIV,143302.0,143302.0,152101.0,152101.0,167051.0,167051.0,143302.0,156414.0,164563.0,164563.0,143302.0,143302.0,165164.0,165164.0,143302.0,168755.0,103233.0,85987.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,CSD,61639.0,61639.0,65597.0,65597.0,126627.0,126627.0,93357.0,93357.0,94500.0,94500.0,61639.0,78471.0,103064.0,103064.0,110693.0,119540.0,77722.0,56218.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,CSE,43276.0,43276.0,144579.0,144579.0,124379.0,171244.0,78847.0,78847.0,56621.0,56621.0,43276.0,57921.0,78049.0,83040.0,57407.0,57407.0,48691.0,51937.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,CSM,78187.0,78187.0,139096.0,139096.0,171719.0,171719.0,108377.0,108556.0,99952.0,100486.0,99115.0,99115.0,168065.0,168065.0,98510.0,114642.0,104049.0,111767.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,ECE,76754.0,79383.0,172223.0,172223.0,84211.0,172465.0,90761.0,111206.0,105463.0,105463.0,113166.0,113166.0,115819.0,125066.0,79658.0,135199.0,87408.0,115203.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,EEE,130500.0,130500.0,170064.0,170064.0,153275.0,153275.0,139021.0,146102.0,163878.0,163878.0,130500.0,130500.0,153201.0,153201.0,168294.0,168294.0,145124.0,112517.0,2022.0
ALTS,"ANANTHA LAKSHMI INST OF
TECHNOLOGY AND SCI",PVT,ATP,"ANANTAPURAM
U",COED,MEC,169131.0,169163.0,169131.0,169163.0,169131.0,169163.0,169163.0,169163.0,169169.0,169169.0,103758.0,103758.0,169142.0,169163.0,169163.0,169163.0,77955.0,115167.0,2022.0
BALA,BALAJI COLLEGE OF PHARMACY,PVT,ATP,"ANANTAPURAM
U",COED,PHM,169131.0,169131.0,173540.0,173540.0,173554.0,173554.0,169163.0,169163.0,169169.0,169169.0,106901.0,169131.0,169142.0,169142.0,169163.0,169163.0,104696.0,85987.0,2022.0
CRIT,"CHIRANJIVI REDDY INST OF ENGG
AND TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,CSE,169131.0,169163.0,169131.0,169163.0,169131.0,169163.0,169131.0,169163.0,169131.0,169163.0,110089.0,110089.0,169131.0,169163.0,169131.0,169163.0,95758.0,64467.0,2022.0
CRIT,"CHIRANJIVI REDDY INST OF ENGG
AND TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,ECE,169131.0,169163.0,173540.0,173558.0,173554.0,173554.0,169131.0,169163.0,169169.0,169169.0,98311.0,115139.0,169142.0,169163.0,169163.0,169163.0,104696.0,85987.0,2022.0
CRIT,"CHIRANJIVI REDDY INST OF ENGG
AND TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,EEE,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,151742.0,104696.0,85987.0,2022.0
CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,ATP,TADIPATRI,COED,AIM,162067.0,162067.0,170553.0,170553.0,162067.0,173132.0,162067.0,162067.0,165599.0,165599.0,162067.0,162067.0,167689.0,167689.0,162067.0,162067.0,124740.0,167454.0,2022.0
CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,ATP,TADIPATRI,COED,CSE,105475.0,105475.0,173433.0,173433.0,132302.0,132302.0,146520.0,146520.0,158238.0,158238.0,105475.0,113625.0,159869.0,159869.0,163293.0,163293.0,148947.0,165448.0,2022.0
CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,ATP,TADIPATRI,COED,ECE,165448.0,165448.0,172856.0,172856.0,165448.0,165448.0,165448.0,165448.0,165448.0,165448.0,165448.0,165448.0,165448.0,169060.0,165448.0,165448.0,100693.0,154876.0,2022.0
CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,ATP,TADIPATRI,COED,EEE,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,46769.0,104696.0,85987.0,2022.0
CVRT,"SIR C.V RAMAN INST OF
TECHNOLOGY SCIENCES",PVT,ATP,TADIPATRI,COED,MEC,169131.0,169131.0,173540.0,173540.0,173554.0,173554.0,169163.0,169163.0,169169.0,169169.0,104727.0,169131.0,169142.0,169142.0,169163.0,169163.0,104696.0,85987.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,CAI,128178.0,128178.0,172096.0,172096.0,128178.0,171615.0,145312.0,145312.0,128945.0,129360.0,128178.0,166202.0,143505.0,156791.0,130394.0,142692.0,121626.0,128049.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,CIV,169131.0,169163.0,169131.0,169163.0,169131.0,169163.0,169163.0,169163.0,169131.0,169163.0,110108.0,103149.0,169142.0,169163.0,169163.0,169163.0,111200.0,74306.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,CSC,104062.0,104062.0,170434.0,172065.0,104062.0,104062.0,122079.0,122079.0,156618.0,156618.0,104062.0,104062.0,143777.0,143777.0,132493.0,132493.0,131002.0,143081.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,CSD,76129.0,76129.0,161342.0,161342.0,80756.0,87646.0,124220.0,131887.0,110450.0,162274.0,76129.0,76129.0,137863.0,137863.0,113706.0,113706.0,86329.0,102774.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,CSE,48745.0,48745.0,129441.0,156972.0,128464.0,128464.0,63347.0,72339.0,88924.0,88924.0,146276.0,146276.0,87674.0,115000.0,61836.0,65932.0,64131.0,68366.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,ECE,88466.0,101284.0,171020.0,171093.0,129572.0,129572.0,136822.0,136822.0,132038.0,145312.0,162387.0,163885.0,161105.0,163851.0,139355.0,156098.0,134435.0,137781.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,EEE,163226.0,163226.0,173209.0,173209.0,163226.0,163226.0,163226.0,167286.0,166274.0,166314.0,163226.0,163226.0,169142.0,169142.0,163226.0,163226.0,158966.0,155906.0,2022.0
GATE,GATES INSTITUTE OF TECHNOLOGY,PVT,ATP,GOOTY,COED,MEC,169131.0,169163.0,173540.0,173558.0,169131.0,169163.0,169163.0,169163.0,169169.0,169169.0,65968.0,102840.0,169142.0,169163.0,169163.0,169163.0,120821.0,85987.0,2022.0
JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,ATP,"ANANTAPURAM
U",COED,CHE,93256.0,93256.0,147453.0,165392.0,173099.0,173099.0,160374.0,160374.0,158814.0,166327.0,93256.0,93256.0,139355.0,142126.0,110358.0,132302.0,117030.0,142489.0,2022.0
JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,ATP,"ANANTAPURAM
U",COED,CIV,45592.0,52170.0,66412.0,116611.0,67820.0,67820.0,91732.0,91732.0,59746.0,75262.0,45592.0,52170.0,64711.0,64711.0,80520.0,80520.0,167938.0,55367.0,2022.0
JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,ATP,"ANANTAPURAM
U",COED,CSE,7839.0,7839.0,10615.0,13039.0,7839.0,7839.0,8956.0,8956.0,9262.0,9262.0,7839.0,7839.0,7839.0,7839.0,7839.0,7839.0,5694.0,3760.0,2022.0
JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,ATP,"ANANTAPURAM
U",COED,ECE,14947.0,15656.0,19460.0,19460.0,23882.0,23882.0,14959.0,15656.0,17712.0,17712.0,14947.0,113657.0,15184.0,15656.0,14947.0,15656.0,10713.0,19308.0,2022.0
JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,ATP,"ANANTAPURAM
U",COED,EEE,31995.0,36971.0,39374.0,39374.0,59364.0,68898.0,42135.0,49894.0,48855.0,57847.0,31995.0,36971.0,50144.0,50144.0,31995.0,65489.0,28553.0,45279.0,2022.0
JNTA,"JNTUA COLLEGE OF ENGG.
ANANTAPURAMU",UNIV,ATP,"ANANTAPURAM
U",COED,MEC,51131.0,170611.0,74740.0,170611.0,51615.0,170611.0,162514.0,170611.0,140943.0,170611.0,51131.0,170611.0,127756.0,170611.0,81877.0,170611.0,87235.0,60026.0,2022.0
OTRISF,JNTUA-OIL TECHNOLOGICAL RESEARCH INSTITUTE-SELF FINANCE,SF,ATP,ANANTAPURAM U,COED,PHM,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,137520.0,104696.0,85987.0,2022.0
PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,ATP,"ANANTAPURAM
U",COED,CIV,153821.0,153821.0,164454.0,164454.0,153821.0,171471.0,153821.0,153821.0,153821.0,153821.0,153821.0,153821.0,158694.0,158694.0,153821.0,153821.0,140982.0,100607.0,2022.0
PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,ATP,"ANANTAPURAM
U",COED,CSE,69232.0,69232.0,140039.0,140039.0,162295.0,166840.0,91720.0,91720.0,101194.0,101680.0,69232.0,69232.0,105818.0,109215.0,69232.0,69232.0,89913.0,82848.0,2022.0
PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,ATP,"ANANTAPURAM
U",COED,CSG,86861.0,86861.0,165577.0,171957.0,98986.0,98986.0,119476.0,119476.0,120624.0,138969.0,86861.0,120846.0,118625.0,127066.0,112518.0,167184.0,100117.0,114899.0,2022.0
PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,ATP,"ANANTAPURAM
U",COED,ECE,111606.0,111606.0,172331.0,172331.0,126580.0,126580.0,115834.0,115834.0,122402.0,133901.0,111606.0,111606.0,153232.0,168985.0,129723.0,129723.0,124580.0,121750.0,2022.0
PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,ATP,"ANANTAPURAM
U",COED,EEE,112828.0,112828.0,138345.0,165818.0,126144.0,152478.0,163084.0,165282.0,165301.0,165301.0,159370.0,159370.0,138639.0,138639.0,136047.0,136047.0,123487.0,160608.0,2022.0
PVKK,P.V.K.K. INSTITUTE OF TECHNOLOGY,PVT,ATP,"ANANTAPURAM
U",COED,MEC,153605.0,153605.0,153605.0,160469.0,161367.0,161367.0,153605.0,153605.0,153605.0,153605.0,153605.0,153605.0,165108.0,165108.0,153605.0,169084.0,144594.0,85987.0,2022.0
SKUASF,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,SF,ATP,ANANTAPURAM U,COED,CIV,169131.0,169163.0,172846.0,172846.0,169131.0,173532.0,169163.0,169163.0,169131.0,169163.0,121729.0,121729.0,169142.0,169163.0,169163.0,169163.0,100723.0,64205.0,2022.0
SKUASF,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,SF,ATP,ANANTAPURAM U,COED,CSE,25241.0,25241.0,69927.0,78746.0,69283.0,143512.0,44033.0,82022.0,45705.0,45705.0,120284.0,120284.0,104868.0,104868.0,75481.0,75481.0,39886.0,48448.0,2022.0
SKUASF,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,SF,ATP,ANANTAPURAM U,COED,ECE,52088.0,52088.0,97069.0,122716.0,157525.0,157525.0,70107.0,112868.0,66075.0,66893.0,83316.0,83316.0,86898.0,86898.0,87538.0,167252.0,90508.0,112567.0,2022.0
SKUASF,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,SF,ATP,ANANTAPURAM U,COED,EEE,81768.0,81768.0,172780.0,172780.0,170675.0,172994.0,160272.0,161583.0,166359.0,166359.0,81768.0,81768.0,161262.0,168277.0,165577.0,165577.0,74846.0,131802.0,2022.0
SKUASF,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,SF,ATP,ANANTAPURAM U,COED,MEC,169131.0,169163.0,173539.0,173539.0,169131.0,169163.0,169163.0,169163.0,169131.0,169163.0,119480.0,114683.0,169142.0,169163.0,169163.0,169163.0,103918.0,125389.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,CIV,149597.0,149597.0,173007.0,173007.0,172521.0,172521.0,149597.0,151685.0,149597.0,149597.0,149597.0,149597.0,165316.0,166573.0,149597.0,156924.0,144236.0,129426.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,CSD,34778.0,34778.0,155935.0,173255.0,171919.0,171919.0,53556.0,53556.0,46383.0,46383.0,75288.0,75288.0,74440.0,74440.0,72581.0,72581.0,40485.0,39176.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,CSE,25633.0,25633.0,56238.0,61267.0,155879.0,155879.0,28000.0,28000.0,26389.0,32369.0,25633.0,25633.0,35806.0,35806.0,25633.0,25633.0,27091.0,17499.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,CSM,37703.0,37703.0,153943.0,171397.0,173013.0,173013.0,55147.0,55147.0,49455.0,49455.0,47469.0,47469.0,44423.0,59239.0,59328.0,61469.0,34070.0,31408.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,ECE,39413.0,44166.0,112828.0,112828.0,171001.0,171001.0,56922.0,56922.0,44182.0,54211.0,60654.0,60654.0,80514.0,80514.0,39413.0,44166.0,48028.0,40017.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,EEE,101032.0,101032.0,167411.0,172292.0,101032.0,110358.0,124174.0,124174.0,155008.0,161848.0,101032.0,101032.0,123893.0,126283.0,124220.0,158861.0,108278.0,92261.0,2022.0
SRIT,"SRINIVASA RAMANUJAN INST OF
TECHNOLOGY",PVT,ATP,"ANANTAPURAM
U",COED,MEC,168099.0,168099.0,171524.0,171524.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,168099.0,154245.0,113091.0,2022.0
SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,ATP,PUTAPARTHI,COED,CIV,129585.0,129585.0,129585.0,169655.0,129585.0,129585.0,147009.0,147009.0,167500.0,167500.0,155454.0,155454.0,129585.0,168784.0,129585.0,142047.0,126014.0,82325.0,2022.0
SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,ATP,PUTAPARTHI,COED,CSE,55288.0,55288.0,170099.0,170099.0,170038.0,170038.0,84947.0,84947.0,83905.0,83905.0,55288.0,55288.0,136990.0,136990.0,75983.0,75983.0,80710.0,70795.0,2022.0
SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,ATP,PUTAPARTHI,COED,ECE,73219.0,73219.0,172944.0,172944.0,91143.0,91143.0,107329.0,107329.0,107133.0,107801.0,163878.0,163878.0,146465.0,146465.0,98651.0,98651.0,104269.0,83682.0,2022.0
SSSE,"SANSKRITHI SCHOOL OF
ENGINEERING",PVT,ATP,PUTAPARTHI,COED,EEE,161237.0,161237.0,161237.0,161237.0,161237.0,162773.0,161237.0,161891.0,161237.0,161237.0,161237.0,161237.0,161237.0,161237.0,166077.0,166077.0,146352.0,134240.0,2022.0
