inst_code,inst_name,type,DIST,PLACE,COED,branch_ code,OC_BO YS,OC_GIR LS,SC_BOY S,SC_GIR LS,ST_BOY S,ST_GIR LS,BCA_B OYS,BCA_GI RLS,BCB_B OYS,BCB_GI RLS,BCC_B OYS,BCC_GI RLS,BCD_B OYS,BCD_GI RLS,BCE_B OYS,BCE_GI RLS,OC_EWS_B OYS,OC_EWS_GI RLS,Year
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,EEE,87926.0,42320.0,122085.5,129095.0,127591.0,113953.0,124210.0,69220.0,121348.0,67412.0,106901.0,58236.0,112851.0,62455.0,116709.5,129344.0,104696.0,45332.0,2019.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,INF,87926.0,17166.0,122085.5,120635.0,127591.0,124403.0,124210.0,55479.0,121348.0,32134.0,106901.0,89048.0,112851.0,29495.0,116709.5,82339.0,104696.0,17140.0,2019.0
VISW,"SHRI VISHNU ENGG. COLLEGE FOR
WOMEN",PVT,WG,BHIMAVARAM,GIRLS,MEC,87926.0,70697.0,122085.5,105393.0,127591.0,102604.0,124210.0,99067.0,121348.0,94440.0,106901.0,55506.0,112851.0,105004.0,116709.5,92723.0,104696.0,76740.0,2019.0
VITB,"VISHNU GRP OF INSTNS - VISHNU INST
OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CIV,68185.0,76632.0,120034.0,122064.0,120658.0,120658.0,112069.0,112069.0,117526.0,117526.0,129581.0,129581.0,108264.0,108264.0,107510.0,107510.0,78130.0,49577.0,2019.0
VITB,"VISHNU GRP OF INSTNS - VISHNU INST
OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,CSE,13050.0,14432.0,57726.0,102983.0,58549.0,94024.0,29519.0,35569.0,25598.0,25825.0,13050.0,51185.0,16195.0,18032.0,30156.0,87554.0,12686.0,13632.0,2019.0
VITB,"VISHNU GRP OF INSTNS - VISHNU INST
OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,ECE,19190.0,19746.0,75040.0,130158.0,78698.0,120315.0,37540.0,58259.0,31483.0,41421.0,68142.0,68142.0,29039.0,31775.0,44620.0,44620.0,19566.0,20231.0,2019.0
VITB,"VISHNU GRP OF INSTNS - VISHNU INST
OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,EEE,30835.0,42188.0,125579.0,125579.0,121670.0,121670.0,98088.0,102055.0,73383.0,95985.0,107475.0,107475.0,118009.0,118009.0,106739.0,121487.0,65918.0,58643.0,2019.0
VITB,"VISHNU GRP OF INSTNS - VISHNU INST
OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,INF,23205.0,23205.0,112130.0,129847.0,114841.0,119732.0,47895.0,64243.0,44539.0,44539.0,23205.0,117265.0,33666.0,35395.0,76538.0,80321.0,22674.0,22948.0,2019.0
VITB,"VISHNU GRP OF INSTNS - VISHNU INST
OF TECHNOLOGY",PVT,WG,BHIMAVARAM,COED,MEC,56876.0,68860.0,129813.0,129813.0,118696.0,127773.0,126934.0,126934.0,102485.0,110815.0,110974.0,110974.0,119247.0,119247.0,96987.0,96987.0,79237.0,84559.0,2019.0
VITK,"P B R VISVODAYA INSTITUTE OF
TECHNOLOGY AND SCI.",PVT,NLR,KAVALI,COED,CSE,48499.0,48499.0,128790.0,128790.0,51425.0,111736.0,124310.0,124310.0,128754.0,128754.0,96511.0,96511.0,109213.0,109213.0,110181.0,110181.0,94987.0,99657.0,2019.0
VITK,"P B R VISVODAYA INSTITUTE OF
TECHNOLOGY AND SCI.",PVT,NLR,KAVALI,COED,ECE,75286.0,78133.0,129067.0,129067.0,116535.0,116535.0,124790.0,126725.0,113777.0,117281.0,90962.0,125031.0,125730.0,125730.0,129643.0,129643.0,120725.0,91653.0,2019.0
VITK,"P B R VISVODAYA INSTITUTE OF
TECHNOLOGY AND SCI.",PVT,NLR,KAVALI,COED,EEE,124553.0,124553.0,128241.0,128241.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,124553.0,121997.0,106385.0,2019.0
VITK,"P B R VISVODAYA INSTITUTE OF
TECHNOLOGY AND SCI.",PVT,NLR,KAVALI,COED,MEC,106220.0,128497.0,129963.0,129963.0,126996.0,128497.0,113216.0,128497.0,118523.0,128497.0,106220.0,128497.0,116273.0,128497.0,106220.0,128497.0,104696.0,85987.0,2019.0
VITS,"VAAGDEVI INSTITUTE OF TECHNOLOGY.
AND SCI.",PVT,KDP,PRODDATUR,COED,CSE,129192.0,129192.0,129192.0,129192.0,129192.0,129192.0,129192.0,129192.0,129385.0,129385.0,129192.0,129192.0,129192.0,129192.0,129192.0,129192.0,117794.0,129459.0,2019.0
VITS,"VAAGDEVI INSTITUTE OF TECHNOLOGY.
AND SCI.",PVT,KDP,PRODDATUR,COED,ECE,114401.0,128628.0,127495.0,128628.0,121346.0,128628.0,124697.0,128628.0,114401.0,128628.0,114401.0,128628.0,114401.0,128628.0,114401.0,128628.0,111111.0,109243.0,2019.0
VITS,"VAAGDEVI INSTITUTE OF TECHNOLOGY.
AND SCI.",PVT,KDP,PRODDATUR,COED,EEE,83121.0,114577.0,83121.0,114577.0,83121.0,114577.0,83121.0,114577.0,129271.0,129271.0,83121.0,114577.0,83121.0,114577.0,83121.0,114577.0,104696.0,85987.0,2019.0
VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,KRI,VIJAYAWADA,GIRLS,CSE,87926.0,105209.0,122085.5,117900.0,127591.0,111771.0,124210.0,115819.0,121348.0,126394.0,106901.0,116002.0,112851.0,126554.0,116709.5,109371.0,104696.0,99786.0,2019.0
VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,KRI,VIJAYAWADA,GIRLS,ECE,87926.0,94709.0,122085.5,126249.0,127591.0,94709.0,124210.0,124846.0,121348.0,128558.0,106901.0,125254.0,112851.0,94709.0,116709.5,101454.0,104696.0,134677.0,2019.0
VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,KRI,VIJAYAWADA,GIRLS,INF,87926.0,103877.0,122085.5,120550.0,127591.0,103877.0,124210.0,103877.0,121348.0,128595.0,106901.0,104221.0,112851.0,122836.0,116709.5,103877.0,104696.0,123858.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,CIV,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,129169.0,44953.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,CSE,16053.0,17400.0,96318.0,96318.0,128738.0,128738.0,28597.0,36807.0,42416.0,42416.0,16053.0,69687.0,21363.0,54198.0,93252.0,108213.0,21974.0,20839.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,ECE,18356.0,29771.0,120945.0,120945.0,120125.0,130049.0,37813.0,53851.0,49144.0,74291.0,18356.0,87292.0,29223.0,29771.0,96436.0,103860.0,35782.0,33963.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,ECM,94781.0,94781.0,128699.0,128699.0,126483.0,126483.0,126208.0,126758.0,119798.0,120234.0,94781.0,94781.0,94781.0,112526.0,107915.0,107915.0,102020.0,49039.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,EEE,92194.0,92194.0,125114.0,125114.0,115391.0,122590.0,123209.0,123209.0,117921.0,117921.0,105370.0,105370.0,92194.0,92194.0,98277.0,123429.0,98055.0,87165.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,INF,31792.0,31792.0,130318.0,130318.0,31792.0,33760.0,49846.0,73614.0,56754.0,60553.0,31792.0,31792.0,34609.0,34609.0,119521.0,119521.0,32764.0,34799.0,2019.0
VIVP,"VIGNANS INSTITUTE OF INFORMATION
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,MEC,87741.0,107256.0,127418.0,128645.0,130485.0,130485.0,128152.0,128152.0,123797.0,123797.0,87741.0,107256.0,87741.0,107256.0,119348.0,119348.0,111218.0,109271.0,2019.0
VIZB,VIZAG INSTT OF TECHNOLOGY,PVT,VSP,"BHEEMUNIPATNA
M",COED,CSE,85325.0,92971.0,119963.0,119963.0,103266.0,120174.0,125495.0,125495.0,124594.0,124594.0,85325.0,92971.0,121992.0,121992.0,85325.0,92971.0,103479.0,85987.0,2019.0
VIZB,VIZAG INSTT OF TECHNOLOGY,PVT,VSP,"BHEEMUNIPATNA
M",COED,ECE,105358.0,105358.0,119282.0,119282.0,111301.0,111301.0,105358.0,105358.0,105358.0,105358.0,105358.0,105358.0,105358.0,105358.0,105358.0,105358.0,116277.0,85987.0,2019.0
VIZB,VIZAG INSTT OF TECHNOLOGY,PVT,VSP,"BHEEMUNIPATNA
M",COED,EEE,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,96850.0,104696.0,85987.0,2019.0
VIZB,VIZAG INSTT OF TECHNOLOGY,PVT,VSP,"BHEEMUNIPATNA
M",COED,MEC,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,129186.0,104696.0,85987.0,2019.0
VJCP,V JS COLLEGE OF PHARMACY,PVT,EG,RAJAHMUNDRY,COED,PHM,130056.0,130056.0,130583.0,130583.0,130515.0,130515.0,130110.0,130110.0,130150.0,130150.0,101599.0,130056.0,130146.0,130146.0,130056.0,130056.0,76799.0,85987.0,2019.0
VKSR,VIKAS INST. OF PHARM.SCI.,PVT,EG,RAJAHMUNDRY,COED,PHM,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,97146.0,104696.0,85987.0,2019.0
VLIT,"VIGNANS LARA INST. OF TECHNOLOGY
AND SCI",PVT,GTR,VADLAMUDI,COED,CIV,57054.0,57054.0,103200.0,127600.0,118775.0,118775.0,75180.0,75938.0,90246.0,123297.0,57054.0,57054.0,125996.0,125996.0,98916.0,98916.0,56141.0,76526.0,2019.0
VLIT,"VIGNANS LARA INST. OF TECHNOLOGY
AND SCI",PVT,GTR,VADLAMUDI,COED,CSE,20357.0,20357.0,80910.0,80910.0,125795.0,129757.0,50471.0,50471.0,43191.0,44268.0,20357.0,22729.0,29498.0,29498.0,25561.0,30424.0,21188.0,21464.0,2019.0
VLIT,"VIGNANS LARA INST. OF TECHNOLOGY
AND SCI",PVT,GTR,VADLAMUDI,COED,ECE,23975.0,23975.0,79008.0,79213.0,118942.0,121848.0,54263.0,71589.0,48060.0,48060.0,49570.0,49570.0,39648.0,73828.0,42866.0,42866.0,26480.0,26329.0,2019.0
VLIT,"VIGNANS LARA INST. OF TECHNOLOGY
AND SCI",PVT,GTR,VADLAMUDI,COED,EEE,42016.0,81451.0,119139.0,125635.0,127733.0,127733.0,100379.0,102596.0,125898.0,125898.0,119600.0,119600.0,124387.0,124387.0,122888.0,122888.0,89538.0,71687.0,2019.0
VLIT,"VIGNANS LARA INST. OF TECHNOLOGY
AND SCI",PVT,GTR,VADLAMUDI,COED,INF,25117.0,27219.0,103733.0,103733.0,105637.0,105637.0,57941.0,64129.0,50005.0,63172.0,25117.0,60235.0,32046.0,32046.0,102976.0,102976.0,27595.0,27286.0,2019.0
VLIT,"VIGNANS LARA INST. OF TECHNOLOGY
AND SCI",PVT,GTR,VADLAMUDI,COED,MEC,129865.0,129865.0,129865.0,129865.0,130213.0,130268.0,129865.0,129865.0,129865.0,129865.0,129865.0,129865.0,129865.0,129865.0,129865.0,129865.0,128846.0,109872.0,2019.0
VNCP,"SRIVIDYA NIKETHAN COLLEGE OF
PHARMACY",PVT,CTR,RANGAMPETA,COED,PHM,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,110216.0,104696.0,85987.0,2019.0
VNIW,"VIGNANS NIRULA INST OF TECH. AND SCI
FOR WOMEN",PVT,GTR,GUNTUR,GIRLS,CSE,87926.0,36260.0,122085.5,126515.0,127591.0,130400.0,124210.0,124756.0,121348.0,93945.0,106901.0,73127.0,112851.0,88434.0,116709.5,69358.0,104696.0,37507.0,2019.0
VNIW,"VIGNANS NIRULA INST OF TECH. AND SCI
FOR WOMEN",PVT,GTR,GUNTUR,GIRLS,ECE,87926.0,59813.0,122085.5,124108.0,127591.0,111400.0,124210.0,113887.0,121348.0,123753.0,106901.0,98151.0,112851.0,123153.0,116709.5,101642.0,104696.0,69953.0,2019.0
VNIW,"VIGNANS NIRULA INST OF TECH. AND SCI
FOR WOMEN",PVT,GTR,GUNTUR,GIRLS,EEE,87926.0,109924.0,122085.5,125515.0,127591.0,119797.0,124210.0,109924.0,121348.0,109924.0,106901.0,104221.0,112851.0,109924.0,116709.5,109924.0,104696.0,60457.0,2019.0
VNIW,"VIGNANS NIRULA INST OF TECH. AND SCI
FOR WOMEN",PVT,GTR,GUNTUR,GIRLS,INF,87926.0,67611.0,122085.5,95170.0,127591.0,67611.0,124210.0,109313.0,121348.0,123439.0,106901.0,68654.0,112851.0,67611.0,116709.5,113965.0,104696.0,60224.0,2019.0
VNKS,"SRI VENKATESWARA COLLEGE OF
PHARMACY",PVT,SKL,SRIKAKULAM,COED,PHM,130056.0,130056.0,130583.0,130583.0,130515.0,130515.0,130110.0,130110.0,130150.0,130150.0,118995.0,130056.0,130146.0,130146.0,130056.0,130056.0,104696.0,85987.0,2019.0
VNRC,"VELAGA NAGESWARA RAO COLL OF
ENGINEERING",PVT,GTR,PONNUR,COED,CIV,128247.0,128247.0,130568.0,130568.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,128247.0,104696.0,85987.0,2019.0
VNRC,"VELAGA NAGESWARA RAO COLL OF
ENGINEERING",PVT,GTR,PONNUR,COED,CSE,126674.0,126674.0,127670.0,127670.0,130298.0,130298.0,126674.0,126674.0,126674.0,126674.0,126674.0,126674.0,126674.0,126674.0,126674.0,126674.0,104696.0,85987.0,2019.0
VNRC,"VELAGA NAGESWARA RAO COLL OF
ENGINEERING",PVT,GTR,PONNUR,COED,ECE,130056.0,130085.0,130056.0,130085.0,130056.0,130085.0,130056.0,130085.0,130150.0,130159.0,60034.0,102397.0,130146.0,130146.0,130056.0,130085.0,104696.0,85987.0,2019.0
VNRC,"VELAGA NAGESWARA RAO COLL OF
ENGINEERING",PVT,GTR,PONNUR,COED,EEE,119401.0,119401.0,119401.0,121322.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,119401.0,104696.0,85987.0,2019.0
VNRC,"VELAGA NAGESWARA RAO COLL OF
ENGINEERING",PVT,GTR,PONNUR,COED,MEC,107379.0,112125.0,107379.0,112125.0,107379.0,112125.0,107379.0,112125.0,107379.0,112125.0,107379.0,112125.0,107379.0,112125.0,107379.0,112125.0,104696.0,85987.0,2019.0
VPCV,VIGNAN PHARMACY COLLEGE,PVT,GTR,VADLAMUDI,COED,PHD,130056.0,130085.0,130583.0,130583.0,130515.0,130569.0,130110.0,130110.0,130056.0,130085.0,106901.0,104221.0,130146.0,130146.0,130056.0,130085.0,104696.0,85987.0,2019.0
VPCV,VIGNAN PHARMACY COLLEGE,PVT,GTR,VADLAMUDI,COED,PHM,130056.0,130056.0,130583.0,130583.0,130515.0,130515.0,130110.0,130110.0,130150.0,130150.0,90202.0,130056.0,130146.0,130146.0,130056.0,130056.0,57027.0,85987.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,CIV,37777.0,85803.0,110599.0,115639.0,129723.0,129723.0,86777.0,100960.0,126241.0,128671.0,37777.0,85803.0,117633.0,125473.0,128755.0,128755.0,65253.0,84687.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,CSE,5757.0,5757.0,33757.0,33757.0,57754.0,58270.0,13777.0,17528.0,10395.0,10395.0,5757.0,5757.0,9151.0,12890.0,8438.0,8438.0,7261.0,6334.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,ECE,11998.0,13014.0,40861.0,41138.0,92234.0,92234.0,23842.0,26617.0,18441.0,76215.0,24166.0,24166.0,18074.0,18074.0,21633.0,21633.0,12418.0,12839.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,EEE,28230.0,28230.0,112384.0,112384.0,127962.0,127962.0,36522.0,57987.0,61052.0,61052.0,30925.0,45968.0,62554.0,95940.0,52481.0,52481.0,34636.0,33900.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,EIE,86354.0,86354.0,130037.0,130037.0,99593.0,110544.0,117686.0,117686.0,107007.0,107007.0,86354.0,86354.0,125851.0,125851.0,86354.0,86354.0,103772.0,92466.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,INF,15128.0,15128.0,51536.0,51536.0,119674.0,119674.0,31916.0,31916.0,25385.0,25385.0,15128.0,50386.0,25066.0,26320.0,20788.0,35009.0,15283.0,14062.0,2019.0
VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,KRI,VIJAYAWADA,COED,MEC,25089.0,94805.0,100394.0,123007.0,129748.0,129748.0,60624.0,108269.0,81966.0,114528.0,92810.0,94805.0,103680.0,103680.0,59557.0,94805.0,55288.0,61672.0,2019.0
VRSP,"K V S R SIDDHARTHA COLLEGE OF
PHARMACEUTICAL SCI.S",PVT,KRI,VIJAYAWADA,COED,PHD,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,17584.0,104696.0,85987.0,2019.0
VRSP,"K V S R SIDDHARTHA COLLEGE OF
PHARMACEUTICAL SCI.S",PVT,KRI,VIJAYAWADA,COED,PHM,77664.0,116039.0,85130.0,116039.0,81979.0,116039.0,77664.0,116039.0,77664.0,116039.0,77664.0,116039.0,77664.0,116039.0,77664.0,116039.0,65086.0,85987.0,2019.0
VSLW,"V.S.LAKSHMI ENGG COLLEGE FOR
WOMEN",PVT,EG,KAKINADA,GIRLS,CSE,87926.0,11520.0,122085.5,11520.0,127591.0,11520.0,124210.0,11520.0,121348.0,11520.0,106901.0,104221.0,112851.0,11520.0,116709.5,11520.0,104696.0,85987.0,2019.0
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,EG,"RAMACHANDRAPU
RAM",COED,CIV,130056.0,130085.0,130056.0,130085.0,130515.0,130569.0,130056.0,130085.0,130150.0,130159.0,106901.0,127525.0,130146.0,130146.0,130056.0,130085.0,104696.0,85987.0,2019.0
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,EG,"RAMACHANDRAPU
RAM",COED,CSE,74862.0,79380.0,129142.0,129142.0,83665.0,116429.0,129294.0,129294.0,108134.0,108134.0,109445.0,109445.0,118068.0,118068.0,118401.0,118401.0,128336.0,114375.0,2019.0
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,EG,"RAMACHANDRAPU
RAM",COED,ECE,119406.0,125653.0,126442.0,126442.0,123129.0,125653.0,119406.0,125653.0,121500.0,126748.0,119406.0,125653.0,119406.0,125653.0,119406.0,125653.0,135809.0,105258.0,2019.0
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,EG,"RAMACHANDRAPU
RAM",COED,EEE,130056.0,130085.0,130056.0,130085.0,130515.0,130569.0,130110.0,130110.0,130150.0,130159.0,139113.0,139113.0,130146.0,130146.0,130056.0,130085.0,158732.0,85987.0,2019.0
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,EG,"RAMACHANDRAPU
RAM",COED,MEC,82743.0,82743.0,117117.0,117117.0,82743.0,82743.0,115350.0,115350.0,125311.0,125311.0,82743.0,82743.0,129515.0,129515.0,82743.0,82743.0,111566.0,85987.0,2019.0
VSPP,VASAVI INST OF PHARM SCIENCES,PVT,KDP,"BHAKARAPET RLY
STN",COED,PHM,130056.0,130056.0,130583.0,130583.0,130515.0,130515.0,130110.0,130110.0,130150.0,130150.0,126022.0,130056.0,130146.0,130146.0,130056.0,130056.0,104696.0,85987.0,2019.0
VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,CSE,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,130056.0,128542.0,130056.0,130056.0,130056.0,130056.0,130056.0,120245.0,124762.0,2019.0
VSPT,"VISAKHA INST OF ENGG AND
TECHNOLOGY",PVT,VSP,VISAKHAPATNAM,COED,MEC,67244.0,67244.0,67244.0,67244.0,67244.0,67244.0,118106.0,118106.0,67244.0,67244.0,128265.0,128265.0,67244.0,67244.0,67244.0,67244.0,104696.0,85987.0,2019.0
VSVP,SRI VASAVI INST. OF PHARM. SCI.,PVT,WG,TADEPALLIGUDEM,COED,PHM,34702.0,34702.0,34702.0,68184.0,34702.0,34702.0,34702.0,34702.0,98098.0,98098.0,34702.0,34702.0,34702.0,89843.0,34702.0,34702.0,85967.0,85987.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,CIV,108728.0,108728.0,122157.0,122157.0,108728.0,108728.0,108728.0,127836.0,108728.0,108728.0,108728.0,108728.0,127182.0,127182.0,108728.0,108728.0,148086.0,136918.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,CSE,26217.0,26217.0,130271.0,130271.0,129615.0,129615.0,89961.0,89961.0,53331.0,56408.0,43025.0,43025.0,51231.0,51231.0,103010.0,103010.0,27480.0,24014.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,CST,56049.0,56049.0,56049.0,56049.0,56049.0,56049.0,80772.0,110920.0,126446.0,126446.0,117936.0,117936.0,110662.0,110662.0,56049.0,89697.0,45879.0,43459.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,ECE,37356.0,37356.0,130544.0,130544.0,110602.0,110602.0,108831.0,108831.0,78809.0,93974.0,37356.0,115494.0,70091.0,70091.0,112000.0,112000.0,40341.0,39578.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,ECT,83237.0,83237.0,89475.0,89475.0,83237.0,83237.0,94252.0,94252.0,113650.0,116300.0,83257.0,118790.0,87519.0,126641.0,83237.0,117812.0,66012.0,50232.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,EEE,89045.0,89045.0,128315.0,128315.0,93552.0,93552.0,89045.0,89045.0,107279.0,107279.0,89045.0,89045.0,129389.0,129389.0,89045.0,89045.0,83013.0,105260.0,2019.0
VSVT,SRI VASAVI ENGINEERING COLLEGE,PVT,WG,TADEPALLIGUDEM,COED,MEC,90739.0,90739.0,130341.0,130341.0,111246.0,111246.0,122982.0,122982.0,94549.0,129809.0,90739.0,90739.0,122435.0,122435.0,90739.0,90739.0,65837.0,116406.0,2019.0
VTEC,VISAKHA TECHNICAL CAMPUS,PVT,VSP,VISAKHAPATNAM,COED,CIV,130056.0,130085.0,130583.0,130583.0,130056.0,130085.0,130110.0,130110.0,130150.0,130159.0,106901.0,104221.0,130146.0,130146.0,130056.0,130085.0,104696.0,85987.0,2019.0
VTEC,VISAKHA TECHNICAL CAMPUS,PVT,VSP,VISAKHAPATNAM,COED,CSE,130056.0,130085.0,130056.0,130085.0,130056.0,130085.0,130110.0,130110.0,130056.0,130085.0,106901.0,104221.0,130146.0,130146.0,130056.0,130085.0,104696.0,85987.0,2019.0
VTEC,VISAKHA TECHNICAL CAMPUS,PVT,VSP,VISAKHAPATNAM,COED,ECE,130056.0,130557.0,130056.0,130557.0,130515.0,130557.0,130056.0,130557.0,130150.0,130557.0,106901.0,130557.0,130056.0,130557.0,130056.0,130557.0,104696.0,85987.0,2019.0
VTEC,VISAKHA TECHNICAL CAMPUS,PVT,VSP,VISAKHAPATNAM,COED,MEC,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,112726.0,104696.0,85987.0,2019.0
VTMV,"VISWANADHA INSTITUTE OF
TECHNOLOGY AND MGMT",PVT,VSP,VISAKHAPATNAM,COED,CIV,130056.0,130056.0,130583.0,130583.0,130515.0,130515.0,130110.0,130110.0,130150.0,130150.0,106901.0,130056.0,130146.0,130146.0,130056.0,130056.0,104696.0,85987.0,2019.0
VTMV,"VISWANADHA INSTITUTE OF
TECHNOLOGY AND MGMT",PVT,VSP,VISAKHAPATNAM,COED,CSE,77955.0,77955.0,122845.0,122845.0,100050.0,100050.0,118383.0,118383.0,108508.0,122946.0,77955.0,77955.0,126586.0,126586.0,77955.0,77955.0,104696.0,85987.0,2019.0
VTMV,"VISWANADHA INSTITUTE OF
TECHNOLOGY AND MGMT",PVT,VSP,VISAKHAPATNAM,COED,ECE,122370.0,122370.0,122370.0,122370.0,130266.0,130266.0,122370.0,122370.0,122370.0,122370.0,122370.0,122370.0,122370.0,125428.0,122370.0,122370.0,104696.0,85987.0,2019.0
VTMV,"VISWANADHA INSTITUTE OF
TECHNOLOGY AND MGMT",PVT,VSP,VISAKHAPATNAM,COED,EEE,130056.0,130085.0,130056.0,130085.0,130056.0,130085.0,130110.0,130110.0,130150.0,130150.0,106901.0,104221.0,130146.0,130146.0,130056.0,130085.0,104696.0,85987.0,2019.0
VTMV,"VISWANADHA INSTITUTE OF
TECHNOLOGY AND MGMT",PVT,VSP,VISAKHAPATNAM,COED,MEC,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,94813.0,104696.0,85987.0,2019.0
VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,KRI,GUDIVADA,COED,CIV,41266.0,81793.0,110857.0,110857.0,41266.0,81793.0,41266.0,81793.0,41266.0,81793.0,41266.0,81793.0,41266.0,81793.0,41266.0,81793.0,104696.0,85987.0,2019.0
VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,KRI,GUDIVADA,COED,CSE,117158.0,117158.0,120692.0,120838.0,117158.0,117158.0,126481.0,126481.0,128817.0,128817.0,117158.0,117158.0,126874.0,126874.0,117158.0,117158.0,118816.0,123893.0,2019.0
VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,KRI,GUDIVADA,COED,ECE,101763.0,101763.0,129911.0,129911.0,114220.0,114220.0,105084.0,109117.0,104111.0,104111.0,101763.0,101763.0,101763.0,124486.0,101763.0,101763.0,119264.0,85447.0,2019.0
