INST_CODE,INST_NAME,BRANCH_CODE,DISTRICT,COED,AFFLIATED,COLLEGE_FEE,CUTOFF,CATEGORY,GENDER,YEAR
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,ECE,EAST GODAVARI,COED,AKNU,35000.0,39968.0,OC,BOYS,2024
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,EIE,EAST GODAVARI,COED,AKNU,35000.0,101020.0,OC,BOYS,2024
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,MEC,EAST GODAVARI,COED,AKNU,35000.0,101368.0,OC,BOYS,2024
APCS,ADITYA PHARMACY COLLEGE,PHD,EAST GODAVARI,COED,JNTUK,65000.0,76005.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,AIM,EAST GODAVARI,COED,JNTUK,48800.0,68839.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CAD,EAST GODAVARI,COED,JNTUK,48800.0,67481.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CIV,EAST GODAVARI,COED,JNTUK,48800.0,126892.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,48800.0,56054.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CSM,EAST GODAVARI,COED,JNTUK,48800.0,63316.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,48800.0,82990.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,EEE,EAST GODAVARI,COED,JNTUK,48800.0,115620.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,INF,EAST GODAVARI,COED,JNTUK,48800.0,84411.0,OC,BOYS,2024
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,48800.0,126947.0,OC,BOYS,2024
BVCR,BVC COLLEGE OF ENGINEERING,AID,EAST GODAVARI,COED,JNTUK,43000.0,75128.0,OC,BOYS,2024
BVCR,BVC COLLEGE OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,43000.0,75707.0,OC,BOYS,2024
BVCR,BVC COLLEGE OF ENGINEERING,CSM,EAST GODAVARI,COED,JNTUK,43000.0,78455.0,OC,BOYS,2024
BVCR,BVC COLLEGE OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,43000.0,105760.0,OC,BOYS,2024
BVCR,BVC COLLEGE OF ENGINEERING,INF,EAST GODAVARI,COED,JNTUK,43000.0,121784.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AIM,EAST GODAVARI,COED,JNTUK,52800.0,46093.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,CAD,EAST GODAVARI,COED,JNTUK,52800.0,52009.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,CIV,EAST GODAVARI,COED,JNTUK,52800.0,126466.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,CSE,EAST GODAVARI,COED,JNTUK,52800.0,37462.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,ECE,EAST GODAVARI,COED,JNTUK,52800.0,69316.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,EEE,EAST GODAVARI,COED,JNTUK,52800.0,104895.0,OC,BOYS,2024
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,INF,EAST GODAVARI,COED,JNTUK,52800.0,72055.0,OC,BOYS,2024
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,AID,EAST GODAVARI,COED,JNTUK,43000.0,142677.0,OC,BOYS,2024
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,43000.0,140387.0,OC,BOYS,2024
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,43000.0,134603.0,OC,BOYS,2024
GIET,GIET ENGINEERING COLLEGE,CSD,EAST GODAVARI,COED,JNTUK,51000.0,60948.0,OC,BOYS,2024
GIET,GIET ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,51000.0,60668.0,OC,BOYS,2024
GIET,GIET ENGINEERING COLLEGE,CSM,EAST GODAVARI,COED,JNTUK,51000.0,64867.0,OC,BOYS,2024
GIET,GIET ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,51000.0,53135.0,OC,BOYS,2024
GIET,GIET ENGINEERING COLLEGE,INF,EAST GODAVARI,COED,JNTUK,51000.0,82739.0,OC,BOYS,2024
GIET,GIET ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,51000.0,91022.0,OC,BOYS,2024
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,43000.0,59107.0,OC,BOYS,2024
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000.0,73985.0,OC,BOYS,2024
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,43000.0,57918.0,OC,BOYS,2024
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,EAST GODAVARI,COED,JNTUK,43000.0,113733.0,OC,BOYS,2024
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,AGR,EAST GODAVARI,GIRLS,JNTUK,51100.0,137018.0,OC,BOYS,2024
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,AIM,EAST GODAVARI,GIRLS,JNTUK,51100.0,155850.0,OC,BOYS,2024
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,CAI,EAST GODAVARI,GIRLS,JNTUK,51100.0,140950.0,OC,BOYS,2024
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,CSE,EAST GODAVARI,GIRLS,JNTUK,51100.0,91496.0,OC,BOYS,2024
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,DS,EAST GODAVARI,GIRLS,JNTUK,51100.0,150739.0,OC,BOYS,2024
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,ECE,EAST GODAVARI,GIRLS,JNTUK,51100.0,135402.0,OC,BOYS,2024
ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,AIM,EAST GODAVARI,COED,JNTUK,43000.0,142070.0,OC,BOYS,2024
ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,CSE,EAST GODAVARI,COED,JNTUK,43000.0,151131.0,OC,BOYS,2024
JNKFSF,SCHOOL OF FOOD TECHNOLOGY JNTUK KAKINADA-SELF FINANCE,FDE,EAST GODAVARI,COED,JNTUK,45000.0,67964.0,OC,BOYS,2024
JNKPSF,SCHOOL OF PHARMACEUTICAL SCI. AND TECH.-SELF FINANCE,PHM,EAST GODAVARI,COED,JNTUK,45000.0,176248.0,OC,BOYS,2024
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,CIV,EAST GODAVARI,COED,JNTUK,10000.0,13331.0,OC,BOYS,2024
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,CSE,EAST GODAVARI,COED,JNTUK,10000.0,2039.0,OC,BOYS,2024
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,ECE,EAST GODAVARI,COED,JNTUK,10000.0,3414.0,OC,BOYS,2024
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,EEE,EAST GODAVARI,COED,JNTUK,10000.0,5330.0,OC,BOYS,2024
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,MEC,EAST GODAVARI,COED,JNTUK,10000.0,13200.0,OC,BOYS,2024
JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA-SELF FINANCE,CHE,EAST GODAVARI,COED,JNTUK,45000.0,32732.0,OC,BOYS,2024
JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA-SELF FINANCE,PEE,EAST GODAVARI,COED,JNTUK,45000.0,61232.0,OC,BOYS,2024
JNTKSS,JNTUK COLLEGE OF ENGG. KAKINADA-SELF SUPPORTING,CSM,EAST GODAVARI,COED,JNTUK,75000.0,4344.0,OC,BOYS,2024
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,AID,EAST GODAVARI,COED,JNTUK,43000.0,124116.0,OC,BOYS,2024
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CAI,EAST GODAVARI,COED,JNTUK,43000.0,155698.0,OC,BOYS,2024
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSC,EAST GODAVARI,COED,JNTUK,43000.0,132895.0,OC,BOYS,2024
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,43000.0,175446.0,OC,BOYS,2024
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000.0,146475.0,OC,BOYS,2024
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,AID,EAST GODAVARI,COED,JNTUK,52400.0,85843.0,OC,BOYS,2024
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CAI,EAST GODAVARI,COED,JNTUK,52400.0,86079.0,OC,BOYS,2024
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSC,EAST GODAVARI,COED,JNTUK,52400.0,89558.0,OC,BOYS,2024
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,52400.0,118085.0,OC,BOYS,2024
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,52400.0,167479.0,OC,BOYS,2024
KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,AID,EAST GODAVARI,GIRLS,JNTUK,43000.0,129825.0,OC,BOYS,2024
KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CAI,EAST GODAVARI,GIRLS,JNTUK,43000.0,170410.0,OC,BOYS,2024
KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CSM,EAST GODAVARI,GIRLS,JNTUK,43000.0,124396.0,OC,BOYS,2024
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,AIM,EAST GODAVARI,COED,JNTUK,43000.0,174324.0,OC,BOYS,2024
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,CSE,EAST GODAVARI,COED,JNTUK,43000.0,139261.0,OC,BOYS,2024
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,ECE,EAST GODAVARI,COED,JNTUK,43000.0,118590.0,OC,BOYS,2024
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,CIV,EAST GODAVARI,COED,JNTUK,43000.0,149191.0,OC,BOYS,2024
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,CSD,EAST GODAVARI,COED,JNTUK,43000.0,104631.0,OC,BOYS,2024
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,CSE,EAST GODAVARI,COED,JNTUK,43000.0,108657.0,OC,BOYS,2024
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,ECE,EAST GODAVARI,COED,JNTUK,43000.0,102445.0,OC,BOYS,2024
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,EEE,EAST GODAVARI,COED,JNTUK,43000.0,119718.0,OC,BOYS,2024
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,MEC,EAST GODAVARI,COED,JNTUK,43000.0,156488.0,OC,BOYS,2024
LENO,LENORA COLLEGE OF ENGINEERING,CIV,EAST GODAVARI,COED,JNTUK,43000.0,177255.0,OC,BOYS,2024
LENO,LENORA COLLEGE OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,43000.0,147210.0,OC,BOYS,2024
LENO,LENORA COLLEGE OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,43000.0,82045.0,OC,BOYS,2024
LENO,LENORA COLLEGE OF ENGINEERING,EEE,EAST GODAVARI,COED,JNTUK,43000.0,174707.0,OC,BOYS,2024
LENO,LENORA COLLEGE OF ENGINEERING,MEC,EAST GODAVARI,COED,JNTUK,43000.0,161034.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,CAI,EAST GODAVARI,COED,JNTUK,77800.0,29246.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,CIV,EAST GODAVARI,COED,JNTUK,77800.0,91293.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,CSC,EAST GODAVARI,COED,JNTUK,77800.0,36883.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,CSD,EAST GODAVARI,COED,JNTUK,77800.0,36294.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,77800.0,25332.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,CSM,EAST GODAVARI,COED,JNTUK,77800.0,26568.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,77800.0,30816.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,EEE,EAST GODAVARI,COED,JNTUK,77800.0,48462.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,INF,EAST GODAVARI,COED,JNTUK,77800.0,37722.0,OC,BOYS,2024
PRAG,PRAGATI ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,77800.0,78209.0,OC,BOYS,2024
PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,EAST GODAVARI,COED,JNTUK,43000.0,161879.0,OC,BOYS,2024
PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,43000.0,139498.0,OC,BOYS,2024
PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,43000.0,113382.0,OC,BOYS,2024
PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,EAST GODAVARI,COED,JNTUK,43000.0,155306.0,OC,BOYS,2024
PREC,DR PAUL RAJS ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,43000.0,152025.0,OC,BOYS,2024
PYDE,PYDAH COLL OF ENGINEERING,CAI,EAST GODAVARI,COED,JNTUK,43000.0,90233.0,OC,BOYS,2024
PYDE,PYDAH COLL OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,43000.0,82562.0,OC,BOYS,2024
PYDE,PYDAH COLL OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,43000.0,123192.0,OC,BOYS,2024
PYDE,PYDAH COLL OF ENGINEERING,MEC,EAST GODAVARI,COED,JNTUK,43000.0,147965.0,OC,BOYS,2024
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,43000.0,103446.0,OC,BOYS,2024
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,43000.0,95688.0,OC,BOYS,2024
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000.0,103249.0,OC,BOYS,2024
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,43000.0,112643.0,OC,BOYS,2024
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,AIM,EAST GODAVARI,COED,JNTUK,45700.0,149174.0,OC,BOYS,2024
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,CIV,EAST GODAVARI,COED,JNTUK,45700.0,166759.0,OC,BOYS,2024
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,45700.0,90042.0,OC,BOYS,2024
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,45700.0,161667.0,OC,BOYS,2024
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,MEC,EAST GODAVARI,COED,JNTUK,45700.0,150585.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,EAST GODAVARI,COED,JNTUK,65800.0,134762.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,EAST GODAVARI,COED,JNTUK,65800.0,111638.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,65800.0,98142.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,EAST GODAVARI,COED,JNTUK,65800.0,87775.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,65800.0,124722.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,EAST GODAVARI,COED,JNTUK,65800.0,127843.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,INF,EAST GODAVARI,COED,JNTUK,65800.0,161044.0,OC,BOYS,2024
VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,EAST GODAVARI,COED,JNTUK,65800.0,117266.0,OC,BOYS,2024
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,AGR,GUNTUR,COED,JNTUK,43000.0,149054.0,OC,BOYS,2024
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,CS,GUNTUR,COED,JNTUK,43000.0,150061.0,OC,BOYS,2024
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,CSE,GUNTUR,COED,JNTUK,43000.0,105059.0,OC,BOYS,2024
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,ECE,GUNTUR,COED,JNTUK,43000.0,131634.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,AIM,GUNTUR,COED,ANU,40000.0,35348.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,CIV,GUNTUR,COED,ANU,40000.0,98000.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,CS,GUNTUR,COED,ANU,40000.0,56125.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,CSE,GUNTUR,COED,ANU,40000.0,38172.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,DS,GUNTUR,COED,ANU,40000.0,56421.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,ECE,GUNTUR,COED,ANU,40000.0,37983.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,EEE,GUNTUR,COED,ANU,40000.0,78359.0,OC,BOYS,2024
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,MEC,GUNTUR,COED,ANU,40000.0,90271.0,OC,BOYS,2024
BCOP,BAPATLA COLLEGE OF PHARMACY,PHM,GUNTUR,COED,JNTUK,65600.0,176641.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,CIV,GUNTUR,COED,ANU,84900.0,102340.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,CSC,GUNTUR,COED,ANU,84900.0,49804.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,CSD,GUNTUR,COED,ANU,84900.0,42447.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,CSE,GUNTUR,COED,ANU,84900.0,40418.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,CSM,GUNTUR,COED,ANU,84900.0,37049.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,ECE,GUNTUR,COED,ANU,84900.0,44254.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,EEE,GUNTUR,COED,ANU,84900.0,72457.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,INF,GUNTUR,COED,ANU,84900.0,61945.0,OC,BOYS,2024
BECB,BAPATLA ENGINEERING COLLEGE,MEC,GUNTUR,COED,ANU,84900.0,90754.0,OC,BOYS,2024
BWEC,BAPATLA WOMENS ENGG COLLEGE,AIM,GUNTUR,GIRLS,ANU,43000.0,55109.0,OC,BOYS,2024
BWEC,BAPATLA WOMENS ENGG COLLEGE,CSE,GUNTUR,GIRLS,ANU,43000.0,64265.0,OC,BOYS,2024
BWEC,BAPATLA WOMENS ENGG COLLEGE,ECE,GUNTUR,GIRLS,ANU,43000.0,103473.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CAI,GUNTUR,COED,ANU,43000.0,71102.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CIT,GUNTUR,COED,ANU,43000.0,104767.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CIV,GUNTUR,COED,ANU,43000.0,126187.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CSC,GUNTUR,COED,ANU,43000.0,76319.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CSD,GUNTUR,COED,ANU,43000.0,68200.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CSE,GUNTUR,COED,ANU,43000.0,75710.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,CSM,GUNTUR,COED,ANU,43000.0,52096.0,OC,BOYS,2024
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,ECE,GUNTUR,COED,ANU,43000.0,83847.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,AIM,GUNTUR,COED,JNTUK,43000.0,117613.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,CAI,GUNTUR,COED,JNTUK,43000.0,113206.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,CIV,GUNTUR,COED,JNTUK,43000.0,169993.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,CSC,GUNTUR,COED,JNTUK,43000.0,146839.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,CSD,GUNTUR,COED,JNTUK,43000.0,121074.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,CSE,GUNTUR,COED,JNTUK,43000.0,122382.0,OC,BOYS,2024
CITY,CHALAPATHI INST OF TECHNOLOGY,ECE,GUNTUR,COED,JNTUK,43000.0,97629.0,OC,BOYS,2024
CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PHM,GUNTUR,COED,ANU,77500.0,149909.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,AGR,GUNTUR,COED,JNTUK,43000.0,166820.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,AUT,GUNTUR,COED,JNTUK,43000.0,148963.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,CAI,GUNTUR,COED,JNTUK,43000.0,138712.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,CIV,GUNTUR,COED,JNTUK,43000.0,159149.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,CSE,GUNTUR,COED,JNTUK,43000.0,101339.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,CSG,GUNTUR,COED,JNTUK,43000.0,165539.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,CSM,GUNTUR,COED,JNTUK,43000.0,163260.0,OC,BOYS,2024
ESWR,ESWAR COLLEGE OF ENGINEERING,ECE,GUNTUR,COED,JNTUK,43000.0,114341.0,OC,BOYS,2024
GVRS,G V R AND S COLLEGE OF ENGG. AND TECHNOLOGY,AID,GUNTUR,COED,JNTUK,43000.0,150159.0,OC,BOYS,2024
