SNO,INST_CODE,INST_NAME,TYPE,DISTRICT,PLACE,COED,AFFLIATED,BRANCH_CODE,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLEGE_FEE
225,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,GUNTUR,SATTENAPALLY,COED,JNTUK,CSM,110078.0,110078.0,165777.0,165777.0,164580.0,164580.0,172151.0,172151.0,177569.0,177569.0,110078.0,110078.0,141401.0,144995.0,163074.0,163074.0,129159.0,129159.0,43000.0
226,LOYL,LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,GUNTUR,SATTENAPALLY,COED,JNTUK,ECE,98799.0,98799.0,177302.0,177302.0,162688.0,162688.0,149728.0,163810.0,162849.0,162849.0,98799.0,98799.0,168405.0,172817.0,152374.0,152374.0,147563.0,148627.0,43000.0
227,MAMN,M.A.M COLLEGE OF PHARMACY,PVT,GUNTUR,NARSARAOPET,COED,ANU,PHM,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,177155.0,999999.0,999999.0,47100.0
228,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,GIRLS,JNTUK,CAI,138201.0,138201.0,168322.0,168322.0,140188.0,140188.0,175488.0,175488.0,173192.0,173192.0,999999.0,999999.0,138201.0,138201.0,156102.0,156102.0,175058.0,175058.0,43000.0
229,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,GIRLS,JNTUK,CSE,127808.0,127808.0,175399.0,175399.0,175667.0,175667.0,175008.0,175008.0,177700.0,177700.0,999999.0,999999.0,169327.0,169327.0,169961.0,169961.0,171488.0,171488.0,43000.0
230,MAMW,M A M WOMEN'S ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,GIRLS,JNTUK,ECE,165735.0,165735.0,174193.0,174193.0,165735.0,165735.0,165735.0,165735.0,165735.0,165735.0,999999.0,999999.0,165735.0,165735.0,165735.0,165735.0,999999.0,999999.0,43000.0
231,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,AID,97654.0,97654.0,163237.0,163237.0,102969.0,102969.0,138795.0,138795.0,171040.0,171040.0,107874.0,107874.0,123043.0,123043.0,173105.0,173105.0,105006.0,105006.0,52100.0
232,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,CSD,95137.0,95137.0,136093.0,136093.0,107598.0,107598.0,172168.0,172168.0,158445.0,158445.0,999999.0,999999.0,168611.0,168611.0,141613.0,141613.0,107984.0,107984.0,52100.0
233,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,CSE,61878.0,61878.0,160618.0,160618.0,168695.0,168695.0,173402.0,173402.0,136414.0,136414.0,90177.0,90177.0,106833.0,106833.0,116199.0,116199.0,76506.0,76506.0,52100.0
234,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,CSM,75726.0,75726.0,177327.0,177327.0,80410.0,80410.0,143888.0,143888.0,158358.0,158358.0,138211.0,138211.0,113337.0,113337.0,163222.0,163222.0,90465.0,90465.0,52100.0
235,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,ECE,101821.0,101821.0,171829.0,171829.0,127352.0,127352.0,174088.0,174088.0,159855.0,159855.0,129893.0,129893.0,173149.0,173149.0,142656.0,142656.0,123853.0,123853.0,52100.0
236,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,EVT,148336.0,148336.0,159629.0,159629.0,154379.0,154379.0,157737.0,157737.0,172824.0,172824.0,172910.0,172910.0,175005.0,175005.0,174010.0,174010.0,166254.0,166254.0,52100.0
237,MLEW,MALINENI LAKSHMAIAH WOMENS ENGG. COLLEGE,PVT,GUNTUR,GUNTUR,GIRLS,JNTUK,INF,110907.0,110907.0,177418.0,177418.0,120713.0,120713.0,176201.0,176201.0,126132.0,126132.0,999999.0,999999.0,176115.0,176115.0,173751.0,173751.0,127226.0,127226.0,52100.0
238,MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,JNTUK,CAI,119667.0,119667.0,171815.0,173853.0,154199.0,154199.0,152464.0,175818.0,168161.0,171882.0,135926.0,135926.0,174371.0,174371.0,166326.0,166326.0,163664.0,151851.0,43000.0
239,MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSD,126817.0,126817.0,175787.0,177532.0,177169.0,177755.0,176495.0,176495.0,173433.0,174056.0,159239.0,159239.0,176072.0,176072.0,167237.0,170564.0,167757.0,176071.0,43000.0
240,MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSE,115182.0,123421.0,177013.0,177013.0,177271.0,177271.0,170092.0,171036.0,175602.0,176384.0,115182.0,171117.0,175497.0,175497.0,176227.0,176227.0,154982.0,156382.0,43000.0
241,MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,JNTUK,ECE,117409.0,139250.0,177495.0,177495.0,168176.0,168176.0,163783.0,163783.0,170330.0,170330.0,168715.0,168715.0,162823.0,162823.0,145056.0,151296.0,144500.0,166087.0,43000.0
242,MPLG,SRI MITTAPALLI COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,JNTUK,INF,156396.0,156396.0,177683.0,177683.0,177201.0,177201.0,146927.0,156396.0,156729.0,156729.0,156396.0,156396.0,160475.0,171745.0,173403.0,173403.0,172735.0,150376.0,43000.0
243,NEWS,NEWTONS INST OF SCI AND TECH,PVT,GUNTUR,MACHERLA,COED,JNTUK,CIV,76117.0,110340.0,76117.0,110340.0,76117.0,110340.0,76117.0,110340.0,76117.0,110340.0,76117.0,110340.0,76117.0,110340.0,76117.0,110340.0,999999.0,999999.0,43000.0
244,NEWS,NEWTONS INST OF SCI AND TECH,PVT,GUNTUR,MACHERLA,COED,JNTUK,CSE,165124.0,165124.0,177231.0,177231.0,177115.0,177115.0,165124.0,165124.0,172564.0,172564.0,165124.0,165124.0,169802.0,169802.0,165124.0,165124.0,79493.0,79493.0,43000.0
245,NEWS,NEWTONS INST OF SCI AND TECH,PVT,GUNTUR,MACHERLA,COED,JNTUK,ECE,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,177131.0,999999.0,999999.0,43000.0
246,NEWT,NEWTON INSTITUTE OF ENGINEERING,PVT,GUNTUR,MACHERLA,COED,JNTUK,CSE,162974.0,177732.0,177400.0,177732.0,167381.0,177732.0,174437.0,177732.0,174092.0,177732.0,162974.0,177732.0,176847.0,177732.0,162974.0,177732.0,171675.0,125760.0,43000.0
247,NEWT,NEWTON INSTITUTE OF ENGINEERING,PVT,GUNTUR,MACHERLA,COED,JNTUK,CSM,170517.0,173661.0,171505.0,174081.0,170517.0,174574.0,173722.0,173722.0,170517.0,173661.0,170517.0,173661.0,171612.0,173661.0,170517.0,173661.0,141238.0,149742.0,43000.0
248,NEWT,NEWTON INSTITUTE OF ENGINEERING,PVT,GUNTUR,MACHERLA,COED,JNTUK,ECE,165936.0,165936.0,176720.0,176720.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,165936.0,999999.0,999999.0,43000.0
249,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,AIM,103098.0,103098.0,169587.0,176939.0,165211.0,171780.0,142165.0,142165.0,146707.0,172599.0,103098.0,103098.0,129106.0,174192.0,144347.0,144347.0,117392.0,126038.0,43000.0
250,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CIV,133216.0,133216.0,173920.0,177474.0,160031.0,160031.0,133216.0,133216.0,133216.0,133216.0,133216.0,133216.0,133216.0,133216.0,133216.0,133216.0,153777.0,153777.0,43000.0
251,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSD,114935.0,141173.0,177677.0,177677.0,115594.0,162252.0,163594.0,169717.0,174300.0,175925.0,114935.0,162926.0,147905.0,159367.0,162120.0,162120.0,126592.0,147917.0,43000.0
252,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSE,108608.0,108608.0,177107.0,177107.0,177407.0,177407.0,136160.0,143497.0,161829.0,161829.0,122129.0,122129.0,160888.0,166247.0,132081.0,173335.0,129552.0,136375.0,43000.0
253,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,ECE,106428.0,125406.0,173239.0,173239.0,174151.0,176700.0,174356.0,174356.0,158877.0,168150.0,150446.0,150446.0,171721.0,171721.0,121321.0,141232.0,140817.0,109302.0,43000.0
254,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,EVT,139945.0,139945.0,177183.0,177183.0,142964.0,142964.0,173097.0,173097.0,164523.0,164523.0,139945.0,139945.0,168341.0,168341.0,147753.0,147753.0,153813.0,166516.0,43000.0
255,NRIT,NRI INSTT OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,INF,135599.0,135599.0,177763.0,177763.0,135599.0,164462.0,172851.0,172851.0,168506.0,168506.0,135599.0,135599.0,159392.0,159392.0,171139.0,171139.0,171733.0,137588.0,43000.0
256,NRML,NIRMALA COLL. OF PHARM,PVT,GUNTUR,MANGALAGIRI,COED,ANU,PHD,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,177810.0,999999.0,999999.0,56200.0
257,NRML,NIRMALA COLL. OF PHARM,PVT,GUNTUR,MANGALAGIRI,COED,ANU,PHM,133156.0,170590.0,133156.0,170590.0,133156.0,170590.0,133156.0,170590.0,133156.0,170590.0,133156.0,170590.0,133156.0,170590.0,133156.0,170590.0,999999.0,999999.0,51700.0
258,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CAI,78592.0,78592.0,164999.0,168401.0,175699.0,175699.0,170850.0,170850.0,135054.0,168352.0,164012.0,164012.0,174472.0,174472.0,135169.0,141881.0,90512.0,95334.0,73800.0
259,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CIV,999999.0,999999.0,164736.0,175959.0,176407.0,176407.0,177690.0,177690.0,167984.0,167984.0,999999.0,999999.0,175809.0,175809.0,173768.0,173768.0,148611.0,148611.0,73800.0
260,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CSC,89409.0,89409.0,164380.0,164380.0,89409.0,132365.0,149173.0,149173.0,115771.0,175306.0,109940.0,109940.0,156568.0,156568.0,117371.0,130380.0,83728.0,89503.0,73800.0
261,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CSD,61708.0,61708.0,157332.0,164330.0,162347.0,165031.0,135053.0,135456.0,147347.0,147347.0,61708.0,61708.0,132278.0,132278.0,78204.0,117450.0,80194.0,89201.0,73800.0
262,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CSE,68909.0,68909.0,150813.0,161321.0,177490.0,177490.0,123660.0,138194.0,129966.0,166336.0,97242.0,169402.0,108219.0,115419.0,87751.0,90908.0,75740.0,78512.0,73800.0
263,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CSM,60695.0,60695.0,167626.0,167626.0,164751.0,177847.0,128987.0,137353.0,169960.0,169960.0,60695.0,60695.0,147204.0,147204.0,81606.0,88052.0,79491.0,79719.0,73800.0
264,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,ECE,83149.0,83149.0,177344.0,177344.0,177446.0,177446.0,175363.0,175363.0,173365.0,174940.0,108585.0,167167.0,158219.0,159037.0,134657.0,134657.0,121778.0,119654.0,73800.0
265,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,EEE,999999.0,999999.0,177399.0,177399.0,176922.0,176922.0,161364.0,161364.0,170241.0,170241.0,999999.0,999999.0,174470.0,174470.0,139550.0,172240.0,138687.0,130438.0,73800.0
266,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,INF,84591.0,84591.0,170518.0,172181.0,165177.0,165836.0,156916.0,163242.0,158996.0,172534.0,89642.0,89642.0,169070.0,169070.0,123483.0,129284.0,96968.0,98084.0,73800.0
267,NSPE,NARSARAOPETA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,MEC,159388.0,159388.0,175358.0,176562.0,172029.0,176463.0,161416.0,167724.0,177801.0,177801.0,169687.0,169687.0,162618.0,162618.0,159388.0,159388.0,169249.0,175835.0,73800.0
268,NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,GUNTUR,TENALI,COED,JNTUK,CSD,999999.0,999999.0,172934.0,172934.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,43000.0
269,NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,GUNTUR,TENALI,COED,JNTUK,CSE,142754.0,142754.0,174369.0,177294.0,165190.0,165190.0,169154.0,172064.0,168452.0,175149.0,142754.0,142754.0,172419.0,177806.0,173494.0,177523.0,174646.0,174646.0,43000.0
270,NVRT,N.V.R.COLLEGE OF ENGG TECHNOLOGY,PVT,GUNTUR,TENALI,COED,JNTUK,CSM,150976.0,150976.0,165438.0,177307.0,160993.0,160993.0,156234.0,177634.0,167529.0,167529.0,150976.0,150976.0,160901.0,160901.0,150976.0,150976.0,117099.0,117099.0,43000.0
271,PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,GUNTUR,GUNTUR,COED,JNTUK,AID,147833.0,147833.0,147833.0,175844.0,167549.0,167549.0,147833.0,147833.0,147833.0,147833.0,147833.0,147833.0,147833.0,147833.0,147833.0,147833.0,999999.0,999999.0,43000.0
272,PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSE,145984.0,145984.0,175078.0,175078.0,175882.0,175882.0,177736.0,177736.0,172669.0,172669.0,167477.0,167477.0,177435.0,177435.0,145984.0,172346.0,150948.0,154804.0,43000.0
273,PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,GUNTUR,GUNTUR,COED,JNTUK,ECE,136254.0,136254.0,158337.0,158337.0,161266.0,161266.0,136254.0,136254.0,136254.0,136254.0,136254.0,136254.0,136254.0,136254.0,136254.0,136254.0,173582.0,173582.0,43000.0
274,PIIT,PRIYADARSHINI INST OF TECH AND MGMT,PVT,GUNTUR,GUNTUR,COED,JNTUK,MEC,999999.0,999999.0,177680.0,177680.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,43000.0
275,PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,GUNTUR,TENALI,COED,JNTUK,AID,86174.0,86174.0,177708.0,177708.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,86174.0,999999.0,999999.0,43000.0
276,PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,GUNTUR,TENALI,COED,JNTUK,CSE,160654.0,160654.0,176689.0,176689.0,160654.0,160654.0,160654.0,160654.0,160654.0,160654.0,160654.0,160654.0,173419.0,173419.0,160654.0,160654.0,163780.0,163780.0,43000.0
277,PITT,PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES,PVT,GUNTUR,TENALI,COED,JNTUK,ECE,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,154955.0,999999.0,999999.0,43000.0
278,PITW,PRIYADARSHINI INST. OF TECH AND SCIENCES FOR WOMEN,PVT,GUNTUR,TENALI,GIRLS,JNTUK,CSE,137680.0,137680.0,177425.0,177425.0,159017.0,159017.0,165932.0,165932.0,177672.0,177672.0,137680.0,137680.0,177564.0,177564.0,174380.0,174380.0,131163.0,131163.0,43000.0
279,PITW,PRIYADARSHINI INST. OF TECH AND SCIENCES FOR WOMEN,PVT,GUNTUR,TENALI,GIRLS,JNTUK,ECE,999999.0,999999.0,174027.0,174027.0,175281.0,175281.0,149342.0,149342.0,999999.0,999999.0,999999.0,999999.0,140921.0,140921.0,999999.0,999999.0,999999.0,999999.0,43000.0
280,RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSD,149951.0,150871.0,177191.0,177191.0,166422.0,175513.0,167201.0,167201.0,172948.0,173568.0,149951.0,150871.0,175725.0,175725.0,171762.0,171762.0,171715.0,171715.0,43000.0
281,RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSE,160116.0,166462.0,172081.0,174749.0,177251.0,177251.0,169033.0,169033.0,169612.0,171311.0,160116.0,166462.0,160116.0,171259.0,160116.0,166462.0,171711.0,174320.0,43000.0
282,RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSM,101751.0,149199.0,177827.0,177827.0,163603.0,163603.0,176454.0,176454.0,170820.0,170820.0,101751.0,167013.0,169833.0,169833.0,140345.0,167052.0,150931.0,170036.0,43000.0
283,RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,ECE,145328.0,145328.0,164951.0,164951.0,146912.0,146912.0,158887.0,158887.0,145328.0,151584.0,145328.0,145328.0,145328.0,145328.0,145328.0,145328.0,166079.0,151096.0,43000.0
284,RVIT,R V INSTITUTE OF TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,EVT,156631.0,165163.0,175708.0,175708.0,156631.0,165163.0,156631.0,165163.0,156631.0,165163.0,156631.0,165163.0,156631.0,165163.0,156631.0,165163.0,999999.0,999999.0,43000.0
285,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CHE,56998.0,56998.0,160636.0,160636.0,132907.0,161437.0,60103.0,167059.0,129078.0,134188.0,56998.0,56998.0,80088.0,97829.0,75967.0,75967.0,74718.0,63226.0,105000.0
286,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CIV,107432.0,107432.0,159353.0,162616.0,164013.0,164013.0,146013.0,164320.0,107432.0,136302.0,129708.0,129708.0,158318.0,164897.0,150990.0,150990.0,166067.0,158700.0,105000.0
287,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CSB,19739.0,19739.0,72853.0,120558.0,123164.0,159525.0,60854.0,60854.0,43417.0,43417.0,19739.0,19739.0,36666.0,64399.0,30208.0,30208.0,14127.0,14286.0,105000.0
288,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CSD,11209.0,18524.0,45156.0,53526.0,99428.0,99428.0,25240.0,25240.0,32146.0,32146.0,28233.0,34844.0,15502.0,18524.0,18883.0,19796.0,12084.0,10098.0,105000.0
289,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CSE,9847.0,10143.0,27137.0,82017.0,61472.0,68093.0,12796.0,12796.0,20754.0,20754.0,19630.0,19630.0,10938.0,19609.0,10793.0,13588.0,10628.0,12834.0,105000.0
290,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CSM,10609.0,13958.0,35953.0,35953.0,87579.0,127753.0,13309.0,13958.0,22565.0,30938.0,43630.0,43630.0,12679.0,13958.0,11855.0,15410.0,11040.0,16685.0,105000.0
291,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,CSO,15066.0,15066.0,51409.0,61995.0,120420.0,120420.0,63185.0,63185.0,47427.0,66522.0,15066.0,15066.0,34631.0,34631.0,33419.0,33419.0,14525.0,27308.0,105000.0
292,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,ECE,18260.0,28280.0,59510.0,59510.0,82386.0,94543.0,22525.0,28280.0,39686.0,39686.0,18260.0,92444.0,31284.0,31673.0,31372.0,31372.0,19685.0,29613.0,105000.0
293,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,EEE,53215.0,53215.0,111109.0,124159.0,163703.0,163883.0,80670.0,110316.0,88906.0,170190.0,81137.0,81137.0,78107.0,78107.0,53215.0,99128.0,58147.0,71510.0,105000.0
294,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,INF,13885.0,22121.0,62326.0,62326.0,108053.0,108053.0,34977.0,41414.0,47029.0,47029.0,13885.0,22121.0,30276.0,34349.0,31413.0,31413.0,16213.0,25800.0,105000.0
295,RVJC,R V R AND J C COLLEGE OF ENGINEERING,PVT,GUNTUR,GUNTUR,COED,ANU,MEC,60982.0,144807.0,138939.0,156767.0,154892.0,154892.0,131426.0,144807.0,114277.0,144807.0,71300.0,144807.0,130166.0,160244.0,126061.0,144807.0,91409.0,99034.0,105000.0
296,TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CSE,82277.0,82277.0,154653.0,165615.0,177048.0,177048.0,113679.0,113679.0,167635.0,167635.0,92094.0,92094.0,171825.0,171825.0,102170.0,102170.0,85275.0,82880.0,65800.0
297,TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,CSM,69686.0,69686.0,174652.0,177033.0,98612.0,98612.0,142825.0,167114.0,159371.0,159371.0,127481.0,146155.0,159698.0,159698.0,142090.0,142828.0,94956.0,92877.0,65800.0
298,TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,ECE,89039.0,89039.0,171499.0,171499.0,155953.0,155953.0,169508.0,173169.0,155836.0,155836.0,115146.0,115146.0,174994.0,174994.0,142930.0,151118.0,114113.0,122394.0,65800.0
299,TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,EEE,130332.0,130332.0,163090.0,175914.0,154808.0,154808.0,167735.0,167735.0,130332.0,130332.0,130332.0,130332.0,175623.0,175623.0,174641.0,174641.0,176735.0,171959.0,65800.0
300,TMLN,TIRUMALA ENGINEERING COLLEGE,PVT,GUNTUR,NARSARAOPET,COED,JNTUK,INF,103592.0,110826.0,177504.0,177504.0,176333.0,176333.0,145192.0,151177.0,173573.0,173573.0,103592.0,110826.0,171577.0,171577.0,136207.0,136207.0,105076.0,89605.0,65800.0
301,UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,AIM,112040.0,112040.0,164197.0,165478.0,175364.0,175364.0,163219.0,163219.0,152434.0,160762.0,163143.0,163143.0,146039.0,146039.0,167179.0,172383.0,147240.0,142214.0,43000.0
302,UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSD,115354.0,115354.0,176539.0,176539.0,170844.0,170844.0,176879.0,176879.0,167329.0,167329.0,115354.0,115354.0,171051.0,171051.0,160817.0,160817.0,139598.0,148442.0,43000.0
303,UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,CSE,136130.0,136130.0,171490.0,171490.0,168422.0,176735.0,149449.0,175971.0,168306.0,168306.0,136130.0,136130.0,175848.0,175848.0,173734.0,173734.0,139798.0,148496.0,43000.0
304,UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,ECE,163033.0,163033.0,172984.0,176812.0,176745.0,176745.0,177776.0,177776.0,163033.0,163872.0,163033.0,163033.0,163033.0,163033.0,174202.0,174202.0,174110.0,166660.0,43000.0
305,UNIV,UNIVERSAL COLLEGE OF ENGG AND TECHNOLOGY,PVT,GUNTUR,GUNTUR,COED,JNTUK,MEC,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,126698.0,999999.0,999999.0,43000.0
306,VCPG,VAGDEVI COLLEGE OF PHARMACY,PVT,GUNTUR,GURAZALA,COED,ANU,PHM,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,176254.0,999999.0,999999.0,38000.0
307,VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,GUNTUR,VADLAMUDI,COED,JNTUK,CAI,26389.0,26389.0,81349.0,81349.0,117951.0,144648.0,48612.0,50427.0,41271.0,42915.0,98957.0,98957.0,44644.0,44644.0,45861.0,45861.0,29629.0,26911.0,70000.0
308,VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,GUNTUR,VADLAMUDI,COED,JNTUK,CIV,108920.0,108920.0,155010.0,155010.0,125540.0,125540.0,117873.0,117873.0,168788.0,168788.0,108920.0,108920.0,157685.0,171466.0,108920.0,169913.0,128834.0,148830.0,70000.0
309,VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,GUNTUR,VADLAMUDI,COED,JNTUK,CSD,31360.0,31360.0,81132.0,82365.0,165131.0,165131.0,46822.0,46822.0,45123.0,45123.0,31360.0,31360.0,41524.0,41524.0,42625.0,42625.0,32076.0,34653.0,70000.0
310,VLIT,VIGNANS LARA INST. OF TECHNOLOGY AND SCI,PVT,GUNTUR,VADLAMUDI,COED,JNTUK,CSE,28287.0,28287.0,68018.0,68018.0,107678.0,107678.0,58493.0,58493.0,43456.0,43456.0,57904.0,70096.0,41434.0,41434.0,34464.0,42065.0,30871.0,20643.0,70000.0
