SNO,INST_CODE,INST_NAME,TYPE,DISTRICT,PLACE,COED,AFFLIATED,BRANCH_CODE,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLEGE_FEE
11,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,EEE,60435.0,60435.0,75560.0,75560,70280.0,70280.0,128457.0,128457,87796.0,93589,60435.0,60435.0,78720.0,134227,60435.0,60435,72679.0,66107.0,43000
12,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,INF,47891.0,51419.0,146661.0,146661,143060.0,143060.0,107614.0,107614,66717.0,74488,47891.0,51419.0,59803.0,65309,48542.0,95405,48483.0,49253.0,43000
13,ACES,ADITYA COLLEGE OF ENGINEERING,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MEC,108600.0,108600.0,108600.0,108600,119764.0,143143.0,108600.0,138628,124075.0,124075,108600.0,108600.0,124814.0,127972,118402.0,118402,114422.0,126901.0,43000
14,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CIV,100266.0,115009.0,138597.0,138597,109782.0,115009.0,125963.0,138945,136694.0,136694,100266.0,115009.0,118267.0,118267,100266.0,138598,79346.0,100641.0,43000
15,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSD,45294.0,45294.0,122943.0,136423,124647.0,151542.0,68172.0,68172,57264.0,57264,45294.0,45294.0,47392.0,47392,78889.0,78889,40671.0,39665.0,43000
16,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSE,22060.0,22060.0,81280.0,81280,144040.0,144040.0,43948.0,43948,34870.0,35529,49457.0,49457.0,30636.0,30636,57439.0,57439,24471.0,24643.0,43000
17,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSM,32310.0,32310.0,114790.0,128532,121602.0,135973.0,70682.0,77070,50678.0,50678,32310.0,133053.0,42380.0,42380,88905.0,93558,50256.0,36703.0,43000
18,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,ECE,42167.0,42167.0,125056.0,125056,127246.0,142671.0,72446.0,91709,63482.0,63482,42740.0,45004.0,52233.0,52835,136500.0,136500,44904.0,44836.0,43000
19,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,EEE,61987.0,65182.0,141738.0,149185,150555.0,150555.0,122993.0,136364,89401.0,89548,61987.0,65182.0,71552.0,71552,84260.0,84260,62904.0,66995.0,43000
20,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,INF,47494.0,47494.0,134148.0,138811,130098.0,132886.0,54387.0,66348,56018.0,57518,47936.0,47936.0,49410.0,50424,126421.0,126421,41550.0,41083.0,43000
21,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MEC,123569.0,123569.0,151511.0,151511,123569.0,123569.0,144301.0,146026,130406.0,131947,123569.0,123569.0,123569.0,123569,142844.0,148102,115321.0,119504.0,43000
22,ACPS,ADITYA COLLEGE OF PHARMACY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,PHM,151657.0,151657.0,151657.0,151657,151657.0,151657.0,151657.0,151657,151657.0,151657,151657.0,151657.0,151657.0,151657,151657.0,151657,999999.0,999999.0,62400
23,ADCP,ADARSHA COLL OF PHARMACY,PVT,EAST GODAVARI,G.KOTHAPALLI,COED,JNTUK,PHM,116627.0,128309.0,116627.0,128309,116627.0,128309.0,116627.0,128309,116627.0,128309,116627.0,128309.0,116627.0,128309,116627.0,128309,999999.0,999999.0,38000
24,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,AGR,108653.0,108653.0,136585.0,136585,148582.0,148582.0,132839.0,147395,150567.0,150567,108653.0,130749.0,132020.0,132020,138023.0,138023,122840.0,148764.0,56210
25,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,AIM,22560.0,22560.0,90768.0,98471,96550.0,100000.0,42332.0,47518,34458.0,36852,126572.0,126572.0,35911.0,36360,78122.0,78122,25742.0,25921.0,56210
26,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CIV,83330.0,83330.0,147807.0,147807,98890.0,98890.0,121219.0,121219,124909.0,131562,83330.0,83330.0,96083.0,96083,83330.0,133900,98140.0,96315.0,56210
27,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSD,17113.0,49771.0,82881.0,82881,126869.0,126869.0,35211.0,49771,32496.0,49771,75458.0,75458.0,20040.0,49771,39090.0,49771,18280.0,18161.0,56210
28,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSE,13238.0,13238.0,50954.0,50954,82407.0,82407.0,23596.0,23596,22061.0,22067,34919.0,34919.0,18602.0,18602,35515.0,35515,13225.0,13630.0,56210
29,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,ECE,28572.0,28572.0,98223.0,98223,120016.0,148350.0,57408.0,57408,47713.0,47713,136277.0,136277.0,36273.0,42355,103532.0,128698,70594.0,35822.0,56210
30,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,EEE,77599.0,77599.0,139022.0,141415,132952.0,132952.0,114269.0,118517,85903.0,88140,77599.0,77599.0,77599.0,84329,77599.0,77599,58790.0,57149.0,56210
31,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,INF,23582.0,23582.0,105620.0,105620,105909.0,107269.0,44987.0,59718,43335.0,43335,23582.0,23582.0,66805.0,66805,98012.0,98012,26939.0,26279.0,56210
32,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MEC,70738.0,104377.0,138369.0,144838,89334.0,145687.0,114821.0,115404,92250.0,104377,91833.0,104377.0,118627.0,118627,70738.0,127088,86077.0,93061.0,56210
33,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MIN,128595.0,128595.0,134262.0,134262,128595.0,128595.0,149794.0,149794,133037.0,133037,128595.0,128595.0,128595.0,132652,128595.0,128595,150220.0,120391.0,56210
34,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,PET,151745.0,151745.0,151745.0,151745,151745.0,151745.0,151745.0,151745,151745.0,151745,999999.0,999999.0,151745.0,151745,151745.0,151745,131738.0,128657.0,56210
35,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,CIV,122303.0,148624.0,151388.0,151388,122303.0,148624.0,122303.0,148624,122303.0,148624,122303.0,148624.0,128882.0,148624,122303.0,148624,141671.0,141671.0,35000
36,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,CSE,36742.0,36742.0,69666.0,69666,94487.0,94487.0,42924.0,106733,55883.0,59382,96164.0,96164.0,52088.0,62664,89084.0,89084,53408.0,37042.0,35000
37,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,ECE,57234.0,57234.0,99254.0,99254,135680.0,135680.0,135365.0,135365,91920.0,101094,57234.0,120467.0,76733.0,77604,102748.0,102748,74058.0,79889.0,35000
38,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,EIE,110854.0,147998.0,140114.0,147998,135976.0,147998.0,110854.0,147998,110854.0,147998,110854.0,147998.0,124659.0,147998,110854.0,147998,143719.0,143719.0,35000
39,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,MEC,144851.0,144851.0,144851.0,144851,144851.0,144851.0,145331.0,145331,144851.0,144851,144851.0,144851.0,144851.0,144851,144851.0,144851,999999.0,999999.0,35000
40,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,AIM,139975.0,139975.0,139975.0,139975,139975.0,139975.0,139975.0,139975,139975.0,139975,139975.0,139975.0,139975.0,139975,139975.0,139975,70854.0,70673.0,46200
41,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CAD,60559.0,60559.0,136206.0,146823,138927.0,138927.0,120378.0,120378,82185.0,88695,60559.0,60559.0,138911.0,138911,95844.0,95844,63852.0,68951.0,46200
42,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CIV,111366.0,122077.0,120674.0,131933,114344.0,122077.0,127799.0,127799,137653.0,137653,146101.0,146101.0,124638.0,124638,125769.0,125769,117117.0,122710.0,46200
43,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CSE,47163.0,47163.0,103708.0,104105,116136.0,116136.0,91207.0,93700,73428.0,73869,47163.0,47163.0,131839.0,132774,141399.0,141399,77239.0,62541.0,46200
44,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CSM,66711.0,96644.0,145367.0,145367,137242.0,137242.0,123629.0,141936,145606.0,145606,66711.0,96644.0,87456.0,96644,74569.0,132480,71356.0,72334.0,46200
45,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,ECE,124965.0,124965.0,146477.0,150569,151445.0,151445.0,145302.0,148778,124965.0,124965,124965.0,124965.0,124965.0,142675,148187.0,148187,85797.0,86136.0,46200
46,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,EEE,97065.0,97065.0,139276.0,139276,102184.0,106553.0,143873.0,150146,131337.0,148198,97065.0,97065.0,136010.0,136010,119379.0,119379,100380.0,97708.0,46200
47,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,MEC,130403.0,139731.0,130403.0,143626,131997.0,146344.0,150324.0,150324,139169.0,146438,130403.0,139731.0,146395.0,148456,138052.0,139731,122897.0,135646.0,46200
48,BVCR,BVC COLLEGE OF ENGINEERING,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSE,132919.0,147553.0,145814.0,151089,132919.0,147553.0,144862.0,147817,132919.0,147553,132919.0,147553.0,132919.0,147553,147031.0,147553,97688.0,99543.0,43000
49,BVCR,BVC COLLEGE OF ENGINEERING,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSM,118245.0,118245.0,129363.0,141811,130522.0,130522.0,118245.0,130790,127562.0,136713,130055.0,130055.0,132359.0,137557,135798.0,135798,118490.0,148157.0,43000
50,BVCR,BVC COLLEGE OF ENGINEERING,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,ECE,141725.0,141725.0,150691.0,150691,141725.0,141725.0,143520.0,143520,141725.0,141725,141725.0,141725.0,141725.0,141725,141725.0,141725,132534.0,119119.0,43000
51,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,AIM,42117.0,42117.0,130171.0,130171,136378.0,136378.0,112151.0,117009,58600.0,58600,42117.0,42117.0,98692.0,98692,112075.0,112075,48029.0,48990.0,57970
52,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,CAD,41737.0,41737.0,120849.0,120849,124863.0,126096.0,104385.0,104385,63549.0,63549,41737.0,117256.0,51060.0,70890,124961.0,124961,50064.0,50715.0,57970
53,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,CIV,100875.0,100875.0,147393.0,151643,151194.0,151194.0,136677.0,136677,135066.0,144745,100875.0,100875.0,132028.0,145239,134253.0,134253,107597.0,95732.0,57970
54,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,CSE,28149.0,28149.0,97484.0,97484,95503.0,124464.0,57369.0,57369,50452.0,50452,28149.0,28149.0,51901.0,51901,105493.0,105493,32694.0,32969.0,57970
55,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,ECE,66756.0,66756.0,124499.0,138247,137184.0,137184.0,99682.0,129975,79146.0,79146,98070.0,98070.0,76589.0,91658,134661.0,134661,60324.0,59507.0,57970
56,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,EEE,83309.0,83309.0,138318.0,138318,87205.0,150815.0,134892.0,134892,119357.0,127006,83309.0,83309.0,131028.0,133797,97103.0,97103,89135.0,86932.0,57970
57,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,AID,126918.0,140035.0,150577.0,150577,126918.0,140035.0,126918.0,140035,126918.0,140035,126918.0,140035.0,150205.0,150205,126918.0,140035,999999.0,999999.0,43000
58,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,AIM,148277.0,148277.0,148277.0,148277,148277.0,148277.0,148277.0,148277,148277.0,148277,148277.0,148277.0,148277.0,148277,148277.0,148277,150384.0,150384.0,43000
59,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CIV,55196.0,55196.0,55196.0,55196,55196.0,55196.0,55196.0,55196,55196.0,55196,55196.0,55196.0,55196.0,55196,55196.0,55196,999999.0,999999.0,43000
60,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CSE,138082.0,138082.0,149731.0,149731,151574.0,151574.0,148001.0,148001,148103.0,148103,150381.0,150381.0,145660.0,145660,142536.0,151639,135718.0,128805.0,43000
61,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,ECE,94884.0,94884.0,136640.0,136640,94884.0,94884.0,94884.0,144130,148428.0,148428,94884.0,94884.0,94884.0,94884,94884.0,94884,132457.0,132057.0,43000
62,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,EEE,125724.0,125724.0,125724.0,125724,125724.0,125724.0,125724.0,125724,125724.0,125724,125724.0,125724.0,125724.0,125724,125724.0,125724,999999.0,999999.0,43000
63,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,MEC,136353.0,136353.0,136353.0,136353,136353.0,136353.0,136353.0,136353,136353.0,136353,136353.0,136353.0,136353.0,136353,136353.0,136353,999999.0,999999.0,43000
64,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,AUT,118525.0,118525.0,118525.0,118525,118525.0,118525.0,118525.0,118525,118525.0,118525,118525.0,118525.0,118525.0,118525,118525.0,118525,999999.0,999999.0,64570
65,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CIV,132394.0,132394.0,147833.0,147833,144116.0,144116.0,143400.0,143400,146538.0,146538,132394.0,132394.0,145599.0,145599,132394.0,132394,138673.0,139094.0,64570
66,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSC,51002.0,57642.0,139646.0,139646,99274.0,99274.0,101016.0,118508,135294.0,135294,51002.0,73298.0,61834.0,73890,132348.0,132348,60229.0,64697.0,64570
67,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSD,47734.0,51490.0,151373.0,151373,146514.0,146514.0,83842.0,87954,75665.0,79088,47734.0,63302.0,59566.0,63685,125863.0,125863,56033.0,58685.0,64570
68,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSE,51807.0,51807.0,110608.0,119672,126140.0,140268.0,56056.0,96779,58146.0,58146,51807.0,51807.0,71278.0,71278,105749.0,109243,38770.0,42108.0,64570
69,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSM,74190.0,74190.0,147895.0,147895,151221.0,151221.0,82973.0,103567,74190.0,114251,74190.0,74190.0,74190.0,74190,85557.0,104787,97064.0,58259.0,64570
70,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,ECE,122810.0,122810.0,148297.0,149025,138930.0,139959.0,122810.0,142513,122810.0,122810,122810.0,122810.0,125091.0,125091,136851.0,136851,59599.0,61647.0,64570
71,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,EEE,86019.0,129899.0,123750.0,132902,110897.0,132921.0,146923.0,150587,134913.0,134913,124402.0,129899.0,136720.0,140416,148810.0,148810,118785.0,117793.0,64570
72,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,MEC,114944.0,142307.0,141408.0,142307,144564.0,144564.0,130755.0,142307,148285.0,148285,114944.0,142307.0,114944.0,146749,137712.0,142307,136688.0,123801.0,64570
73,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,MIN,118966.0,118966.0,118966.0,118966,118966.0,118966.0,118966.0,118966,118966.0,118966,118966.0,118966.0,118966.0,118966,118966.0,118966,999999.0,999999.0,64570
74,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSE,92385.0,109031.0,151209.0,151209,130108.0,148793.0,121963.0,142283,92385.0,109031,92385.0,109031.0,133407.0,133407,121250.0,121250,66542.0,66778.0,43000
75,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,ECE,117534.0,117534.0,129876.0,151340,150490.0,150490.0,123624.0,129344,117534.0,117534,117534.0,117534.0,117534.0,117534,129772.0,142480,71001.0,67556.0,43000
76,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,INF,65286.0,119619.0,136869.0,136869,79816.0,119619.0,141101.0,145186,143369.0,143369,65286.0,119619.0,147347.0,147347,114247.0,143439,71530.0,75455.0,43000
77,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,MEC,151745.0,151745.0,151745.0,151745,151766.0,151766.0,151745.0,151745,151775.0,151775,151745.0,151745.0,151745.0,151745,151745.0,151745,126019.0,126019.0,43000
78,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,COS,124872.0,124872.0,136908.0,136908,141085.0,141085.0,146578.0,146578,127542.0,127542,124872.0,124872.0,125170.0,129205,124872.0,124872,114935.0,126670.0,43000
79,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CSE,62779.0,62779.0,138440.0,144865,140243.0,144123.0,98096.0,98096,103647.0,105528,62779.0,62779.0,72065.0,97360,91232.0,116221,72405.0,71287.0,43000
80,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CSM,76987.0,76987.0,134323.0,134323,87233.0,87233.0,76987.0,76987,104791.0,104791,76987.0,76987.0,82940.0,82940,105662.0,105662,74587.0,74923.0,43000
81,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,ECE,64404.0,91650.0,138712.0,138712,146916.0,146916.0,109694.0,109694,105998.0,105998,118011.0,118011.0,126291.0,126291,124550.0,124550,83765.0,84169.0,43000
82,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,MEC,147984.0,147984.0,147984.0,147984,147984.0,147984.0,147984.0,147984,147984.0,147984,147984.0,147984.0,147984.0,147984,147984.0,147984,999999.0,999999.0,43000
83,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,AGR,150867.0,150867.0,150867.0,150867,150867.0,150867.0,150867.0,150867,150867.0,150867,999999.0,999999.0,150867.0,150867,150867.0,150867,999999.0,999999.0,43000
84,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,AIM,77526.0,77526.0,105250.0,105250,87117.0,87117.0,112476.0,112476,99859.0,99859,100115.0,100115.0,149011.0,149011,127637.0,127637,103271.0,103271.0,43000
85,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,CAI,89397.0,89397.0,137206.0,137206,119078.0,119078.0,141339.0,141339,143252.0,143252,999999.0,999999.0,128997.0,128997,147033.0,147033,108047.0,108047.0,43000
86,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,CSE,68349.0,68349.0,137258.0,137258,150768.0,150768.0,144784.0,144784,112481.0,112481,999999.0,999999.0,96623.0,96623,141506.0,141506,74725.0,74725.0,43000
87,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,DS,134473.0,134473.0,149334.0,149334,134473.0,134473.0,149491.0,149491,134473.0,134473,145371.0,145371.0,144002.0,144002,149695.0,149695,128726.0,128726.0,43000
88,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,ECA,135428.0,135428.0,136690.0,136690,135428.0,135428.0,135428.0,135428,135428.0,135428,999999.0,999999.0,147239.0,147239,135428.0,135428,146069.0,146069.0,43000
