INST_CODE,INST_NAME,BRANCH_CODE,DISTRICT,COED,AFFLIATED,COLLEGE_FEE,CUTOFF,CATEGORY,GENDER,YEAR
ADTP,ADITYA ENGINEERING COLLEGE,MIN,EAST GODAVARI,COED,JNTUK,56210,128595.0,OC,BOYS,2023
ADTP,ADITYA ENGINEERING COLLEGE,PET,EAST GODAVARI,COED,JNTUK,56210,151745.0,OC,BOYS,2023
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,CIV,EAST GODAVARI,COED,AKNU,35000,122303.0,OC,BOYS,2023
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,CSE,EAST GODAVARI,COED,AKNU,35000,36742.0,OC,BOYS,2023
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,ECE,EAST GODAVARI,COED,AKNU,35000,57234.0,OC,BOYS,2023
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,EIE,EAST GODAVARI,COED,AKNU,35000,110854.0,OC,BOYS,2023
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,MEC,EAST GODAVARI,COED,AKNU,35000,144851.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,AIM,EAST GODAVARI,COED,JNTUK,46200,139975.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CAD,EAST GODAVARI,COED,JNTUK,46200,60559.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CIV,EAST GODAVARI,COED,JNTUK,46200,111366.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,46200,47163.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,CSM,EAST GODAVARI,COED,JNTUK,46200,66711.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,46200,124965.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,EEE,EAST GODAVARI,COED,JNTUK,46200,97065.0,OC,BOYS,2023
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,46200,130403.0,OC,BOYS,2023
BVCR,BVC COLLEGE OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,43000,132919.0,OC,BOYS,2023
BVCR,BVC COLLEGE OF ENGINEERING,CSM,EAST GODAVARI,COED,JNTUK,43000,118245.0,OC,BOYS,2023
BVCR,BVC COLLEGE OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,43000,141725.0,OC,BOYS,2023
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,AIM,EAST GODAVARI,COED,JNTUK,57970,42117.0,OC,BOYS,2023
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,CAD,EAST GODAVARI,COED,JNTUK,57970,41737.0,OC,BOYS,2023
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,CIV,EAST GODAVARI,COED,JNTUK,57970,100875.0,OC,BOYS,2023
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,CSE,EAST GODAVARI,COED,JNTUK,57970,28149.0,OC,BOYS,2023
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,ECE,EAST GODAVARI,COED,JNTUK,57970,66756.0,OC,BOYS,2023
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,EEE,EAST GODAVARI,COED,JNTUK,57970,83309.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,AID,EAST GODAVARI,COED,JNTUK,43000,126918.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,AIM,EAST GODAVARI,COED,JNTUK,43000,148277.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,CIV,EAST GODAVARI,COED,JNTUK,43000,55196.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,43000,138082.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,43000,94884.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,EEE,EAST GODAVARI,COED,JNTUK,43000,125724.0,OC,BOYS,2023
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,MEC,EAST GODAVARI,COED,JNTUK,43000,136353.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,AUT,EAST GODAVARI,COED,JNTUK,64570,118525.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,CIV,EAST GODAVARI,COED,JNTUK,64570,132394.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,CSC,EAST GODAVARI,COED,JNTUK,64570,51002.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,64570,47734.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,64570,51807.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,64570,74190.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,64570,122810.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,EEE,EAST GODAVARI,COED,JNTUK,64570,86019.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,MEC,EAST GODAVARI,COED,JNTUK,64570,114944.0,OC,BOYS,2023
GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,MIN,EAST GODAVARI,COED,JNTUK,64570,118966.0,OC,BOYS,2023
GIET,GIET ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,43000,92385.0,OC,BOYS,2023
GIET,GIET ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,43000,117534.0,OC,BOYS,2023
GIET,GIET ENGINEERING COLLEGE,INF,EAST GODAVARI,COED,JNTUK,43000,65286.0,OC,BOYS,2023
GIET,GIET ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,43000,151745.0,OC,BOYS,2023
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,COS,EAST GODAVARI,COED,JNTUK,43000,124872.0,OC,BOYS,2023
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,43000,62779.0,OC,BOYS,2023
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000,76987.0,OC,BOYS,2023
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,43000,64404.0,OC,BOYS,2023
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,MEC,EAST GODAVARI,COED,JNTUK,43000,147984.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,AGR,EAST GODAVARI,GIRLS,JNTUK,43000,150867.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,AIM,EAST GODAVARI,GIRLS,JNTUK,43000,77526.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,CAI,EAST GODAVARI,GIRLS,JNTUK,43000,89397.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,CSE,EAST GODAVARI,GIRLS,JNTUK,43000,68349.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,DS,EAST GODAVARI,GIRLS,JNTUK,43000,134473.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,ECA,EAST GODAVARI,GIRLS,JNTUK,43000,135428.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,ECE,EAST GODAVARI,GIRLS,JNTUK,43000,150442.0,OC,BOYS,2023
ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,EVT,EAST GODAVARI,GIRLS,JNTUK,43000,148349.0,OC,BOYS,2023
JNKFSF,SCHOOL OF FOOD TECHNOLOGY JNTUK KAKINADA-SELF FINANCE,FDE,EAST GODAVARI,COED,JNTUK,45000,87582.0,OC,BOYS,2023
JNKPSF,SCHOOL OF PHARMACEUTICAL SCI. AND TECH.-SELF FINANCE,PHM,EAST GODAVARI,COED,JNTUK,45000,116747.0,OC,BOYS,2023
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,CIV,EAST GODAVARI,COED,JNTUK,10000,30675.0,OC,BOYS,2023
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,CSE,EAST GODAVARI,COED,JNTUK,10000,2567.0,OC,BOYS,2023
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,ECE,EAST GODAVARI,COED,JNTUK,10000,4271.0,OC,BOYS,2023
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,EEE,EAST GODAVARI,COED,JNTUK,10000,10326.0,OC,BOYS,2023
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,MEC,EAST GODAVARI,COED,JNTUK,10000,11097.0,OC,BOYS,2023
JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA- SELF FINANCE,CHE,EAST GODAVARI,COED,JNTUK,45000,53946.0,OC,BOYS,2023
JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA- SELF FINANCE,PEE,EAST GODAVARI,COED,JNTUK,45000,77300.0,OC,BOYS,2023
JNTKSS,JNTUK COLLEGE OF ENGG. KAKINADA- SELF SUPPORTING,CSM,EAST GODAVARI,COED,JNTUK,75000,7638.0,OC,BOYS,2023
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,AID,EAST GODAVARI,COED,JNTUK,43000,124139.0,OC,BOYS,2023
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CAI,EAST GODAVARI,COED,JNTUK,43000,148210.0,OC,BOYS,2023
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSC,EAST GODAVARI,COED,JNTUK,43000,113155.0,OC,BOYS,2023
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,43000,150329.0,OC,BOYS,2023
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000,122457.0,OC,BOYS,2023
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,AID,EAST GODAVARI,COED,JNTUK,43000,87809.0,OC,BOYS,2023
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CAI,EAST GODAVARI,COED,JNTUK,43000,137817.0,OC,BOYS,2023
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSC,EAST GODAVARI,COED,JNTUK,43000,113396.0,OC,BOYS,2023
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,43000,123817.0,OC,BOYS,2023
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000,137448.0,OC,BOYS,2023
KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,AID,EAST GODAVARI,GIRLS,JNTUK,43000,90725.0,OC,BOYS,2023
KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CAI,EAST GODAVARI,GIRLS,JNTUK,43000,123257.0,OC,BOYS,2023
KIEW,KAKINADA INST OF ENGG AND TECHNOLOGY FOR WOMEN,CSM,EAST GODAVARI,GIRLS,JNTUK,43000,134484.0,OC,BOYS,2023
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,CSE,EAST GODAVARI,COED,JNTUK,43000,61695.0,OC,BOYS,2023
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,ECE,EAST GODAVARI,COED,JNTUK,43000,140189.0,OC,BOYS,2023
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,MEC,EAST GODAVARI,COED,JNTUK,43000,108513.0,OC,BOYS,2023
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,PHE,EAST GODAVARI,COED,JNTUK,43000,142983.0,OC,BOYS,2023
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,AGR,EAST GODAVARI,COED,JNTUK,43000,145160.0,OC,BOYS,2023
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,AID,EAST GODAVARI,COED,JNTUK,43000,114809.0,OC,BOYS,2023
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,CIV,EAST GODAVARI,COED,JNTUK,43000,150208.0,OC,BOYS,2023
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,CSE,EAST GODAVARI,COED,JNTUK,43000,103839.0,OC,BOYS,2023
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,ECE,EAST GODAVARI,COED,JNTUK,43000,135447.0,OC,BOYS,2023
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,MEC,EAST GODAVARI,COED,JNTUK,43000,141153.0,OC,BOYS,2023
LENO,LENORA COLLEGE OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,43000,118065.0,OC,BOYS,2023
LENO,LENORA COLLEGE OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,43000,116496.0,OC,BOYS,2023
LENO,LENORA COLLEGE OF ENGINEERING,EEE,EAST GODAVARI,COED,JNTUK,43000,137541.0,OC,BOYS,2023
LENO,LENORA COLLEGE OF ENGINEERING,MEC,EAST GODAVARI,COED,JNTUK,43000,55082.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,CAI,EAST GODAVARI,COED,JNTUK,69300,35197.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,CIV,EAST GODAVARI,COED,JNTUK,69300,93588.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,CSC,EAST GODAVARI,COED,JNTUK,69300,38089.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,CSD,EAST GODAVARI,COED,JNTUK,69300,31936.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,69300,20450.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,CSM,EAST GODAVARI,COED,JNTUK,69300,23224.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,69300,66238.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,EEE,EAST GODAVARI,COED,JNTUK,69300,60304.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,INF,EAST GODAVARI,COED,JNTUK,69300,31590.0,OC,BOYS,2023
PRAG,PRAGATI ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,69300,88513.0,OC,BOYS,2023
PREC,DR PAUL RAJS ENGINEERING COLLEGE,CIV,EAST GODAVARI,COED,JNTUK,43000,139946.0,OC,BOYS,2023
PREC,DR PAUL RAJS ENGINEERING COLLEGE,CSE,EAST GODAVARI,COED,JNTUK,43000,110215.0,OC,BOYS,2023
PREC,DR PAUL RAJS ENGINEERING COLLEGE,ECE,EAST GODAVARI,COED,JNTUK,43000,144747.0,OC,BOYS,2023
PREC,DR PAUL RAJS ENGINEERING COLLEGE,EEE,EAST GODAVARI,COED,JNTUK,43000,126667.0,OC,BOYS,2023
PREC,DR PAUL RAJS ENGINEERING COLLEGE,MEC,EAST GODAVARI,COED,JNTUK,43000,137885.0,OC,BOYS,2023
PYDE,PYDAH COLL OF ENGINEERING,CAI,EAST GODAVARI,COED,JNTUK,43000,148387.0,OC,BOYS,2023
PYDE,PYDAH COLL OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,43000,92395.0,OC,BOYS,2023
PYDE,PYDAH COLL OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,43000,112537.0,OC,BOYS,2023
PYDP,PYDAH COLLEGE OF PHARMACY,PHM,EAST GODAVARI,COED,AU,38000,123068.0,OC,BOYS,2023
RGCP,RAJIV GANDHI COLLEGE OF PHARMACY,PHM,EAST GODAVARI,COED,AU,39700,151745.0,OC,BOYS,2023
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,CSD,EAST GODAVARI,COED,JNTUK,43000,127384.0,OC,BOYS,2023
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,43000,131451.0,OC,BOYS,2023
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,CSM,EAST GODAVARI,COED,JNTUK,43000,113257.0,OC,BOYS,2023
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,43000,122184.0,OC,BOYS,2023
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,AIM,EAST GODAVARI,COED,JNTUK,47300,114604.0,OC,BOYS,2023
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,CIV,EAST GODAVARI,COED,JNTUK,47300,145724.0,OC,BOYS,2023
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,CSE,EAST GODAVARI,COED,JNTUK,47300,56852.0,OC,BOYS,2023
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,ECE,EAST GODAVARI,COED,JNTUK,47300,101154.0,OC,BOYS,2023
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,EEE,EAST GODAVARI,COED,JNTUK,47300,122279.0,OC,BOYS,2023
VJCP,V JS COLLEGE OF PHARMACY,PHM,EAST GODAVARI,COED,AU,57500,129359.0,OC,BOYS,2023
VKSR,VIKAS INST. OF PHARM.SCI.,PHD,EAST GODAVARI,COED,AU,56400,151745.0,OC,BOYS,2023
VKSR,VIKAS INST. OF PHARM.SCI.,PHM,EAST GODAVARI,COED,AU,50100,97046.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,CIV,EAST GODAVARI,COED,JNTUK,56100,131725.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,CSD,EAST GODAVARI,COED,JNTUK,56100,124587.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,CSE,EAST GODAVARI,COED,JNTUK,56100,65255.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,CSM,EAST GODAVARI,COED,JNTUK,56100,88364.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,ECE,EAST GODAVARI,COED,JNTUK,56100,97334.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,EEE,EAST GODAVARI,COED,JNTUK,56100,142329.0,OC,BOYS,2023
VSMR,V.S.M COLLEGE OF ENGINEERING,MEC,EAST GODAVARI,COED,JNTUK,56100,141957.0,OC,BOYS,2023
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,AGR,GUNTUR,COED,JNTUK,43000,151745.0,OC,BOYS,2023
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,CIV,GUNTUR,COED,JNTUK,43000,151380.0,OC,BOYS,2023
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,CS,GUNTUR,COED,JNTUK,43000,131819.0,OC,BOYS,2023
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,CSE,GUNTUR,COED,JNTUK,43000,115914.0,OC,BOYS,2023
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,ECE,GUNTUR,COED,JNTUK,43000,112235.0,OC,BOYS,2023
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,EEE,GUNTUR,COED,JNTUK,43000,149100.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,AIM,GUNTUR,COED,ANU,40000,40190.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,CIV,GUNTUR,COED,ANU,40000,125029.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,CS,GUNTUR,COED,ANU,40000,56169.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,CSE,GUNTUR,COED,ANU,40000,29160.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,DS,GUNTUR,COED,ANU,40000,60174.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,ECE,GUNTUR,COED,ANU,40000,41153.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,EEE,GUNTUR,COED,ANU,40000,86937.0,OC,BOYS,2023
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,MEC,GUNTUR,COED,ANU,40000,127137.0,OC,BOYS,2023
ANUPSF,ANU COLL OF PHARMACEUTICAL SCIENCES-SELF FINANCE,PHM,GUNTUR,COED,ANU,37500,139222.0,OC,BOYS,2023
ARMN,A M REDDY MEMORIAL COLL. OF PHARMACY,PHM,GUNTUR,COED,ANU,46300,151745.0,OC,BOYS,2023
ASNT,A S N PHARMACY COLLEGE,PHD,GUNTUR,COED,ANU,38000,151745.0,OC,BOYS,2023
BCOP,BAPATLA COLLEGE OF PHARMACY,PHM,GUNTUR,COED,JNTUK,65600,151745.0,OC,BOYS,2023
BECB,BAPATLA ENGINEERING COLLEGE,CIV,GUNTUR,COED,ANU,67100,116231.0,OC,BOYS,2023
BECB,BAPATLA ENGINEERING COLLEGE,CS,GUNTUR,COED,ANU,67100,66795.0,OC,BOYS,2023
BECB,BAPATLA ENGINEERING COLLEGE,CSE,GUNTUR,COED,ANU,67100,56762.0,OC,BOYS,2023
BECB,BAPATLA ENGINEERING COLLEGE,CSM,GUNTUR,COED,ANU,67100,34257.0,OC,BOYS,2023
