SNO,INST_CODE,INST_NAME,TYPE,DISTRICT,PLACE,COED,AFFLIATED,BRANCH_CODE,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLEGE_FEE
16,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSM,32886.0,32886.0,158684.0,172274,158482.0,158482.0,74568.0,114079,58755.0,62261,67951.0,67951.0,46531.0,47678,118292.0,127276,35523.0,34809.0,37000
17,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,ECE,45410.0,45410.0,172097.0,173161,45410.0,45410.0,88231.0,90409,62248.0,64467,51073.0,51073.0,53901.0,60809,89808.0,160708,48449.0,45562.0,37000
18,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,EEE,83253.0,83253.0,126921.0,126921,83253.0,83253.0,115279.0,115279,103434.0,107053,83253.0,97730.0,91256.0,91256,162817.0,162817,84595.0,84038.0,37000
19,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,INF,36819.0,36819.0,173373.0,173373,132828.0,132828.0,58294.0,58814,53032.0,53032,39386.0,39386.0,39375.0,55208,58778.0,70795,24003.0,29669.0,37000
20,ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MEC,143235.0,143235.0,159544.0,159544,160681.0,160681.0,159076.0,159076,161702.0,161702,143235.0,143235.0,163878.0,163878,143235.0,143235,142273.0,107682.0,37000
21,ACPS,ADITYA COLLEGE OF PHARMACY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,PHD,129723.0,158505.0,129723.0,158505,129723.0,158505.0,129723.0,158505,129723.0,158505,129723.0,158505.0,129723.0,158505,129723.0,158505,999999.0,999999.0,56600
22,ACPS,ADITYA COLLEGE OF PHARMACY,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,PHM,169131.0,169131.0,173540.0,173540,173554.0,173554.0,169163.0,169163,169169.0,169169,169131.0,169131.0,169142.0,169142,169163.0,169163,999999.0,999999.0,45000
23,ADCP,ADARSHA COLL OF PHARMACY,PVT,EAST GODAVARI,G.KOTHAPALLI,COED,JNTUK,PHM,57013.0,169623.0,57013.0,172531,124974.0,169623.0,103001.0,169623,57013.0,169623,57013.0,169623.0,57013.0,169623,57013.0,169623,999999.0,999999.0,35000
24,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,AGR,115578.0,140598.0,173470.0,173470,115578.0,143584.0,115578.0,140598,115578.0,140598,115578.0,140598.0,115578.0,140598,115578.0,140598,149181.0,99698.0,51100
25,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,AIM,24491.0,25034.0,121666.0,171587,170892.0,172452.0,61286.0,65932,39246.0,48414,27923.0,53556.0,35698.0,43262,93408.0,93408,25225.0,24682.0,51100
26,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CIV,77581.0,109902.0,169794.0,169794,110410.0,110410.0,161551.0,161551,151536.0,151536,77581.0,109902.0,91180.0,109902,158732.0,158732,111796.0,88226.0,51100
27,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSD,20564.0,20564.0,79596.0,108319,133075.0,133075.0,38314.0,38314,36570.0,36570,80854.0,80854.0,20601.0,23059,20564.0,20564,18694.0,17254.0,51100
28,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,CSE,13008.0,13526.0,39163.0,39163,84400.0,84400.0,21102.0,28089,18482.0,18482,28554.0,28554.0,17932.0,17932,32391.0,32391,13490.0,11450.0,51100
29,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,ECE,31815.0,31815.0,107491.0,128677,134198.0,138259.0,54012.0,54012,48514.0,50236,85189.0,112965.0,43010.0,60296,141097.0,160475,43037.0,30296.0,51100
30,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,EEE,66284.0,66284.0,171006.0,171006,69725.0,69725.0,66284.0,142775,79840.0,96042,66284.0,66284.0,77867.0,77867,103216.0,103216,67919.0,59526.0,51100
31,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,INF,22172.0,24243.0,125847.0,141212,153267.0,153267.0,40688.0,40688,42845.0,44512,22172.0,71616.0,28634.0,28634,160432.0,160432,22475.0,22273.0,51100
32,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MEC,100950.0,162427.0,173045.0,173045,103575.0,162427.0,145462.0,162427,123525.0,162427,100950.0,162427.0,102414.0,162427,100950.0,162427,99366.0,99655.0,51100
33,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,MIN,141805.0,141805.0,141805.0,141805,141805.0,141805.0,141805.0,141805,141805.0,141805,141805.0,141805.0,141805.0,141805,141805.0,141805,999999.0,999999.0,51100
34,ADTP,ADITYA ENGINEERING COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,PET,124841.0,131261.0,172489.0,172489,124841.0,131261.0,124841.0,131261,124841.0,131261,124841.0,131261.0,124841.0,131261,124841.0,131261,153943.0,153943.0,51100
35,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,CIV,81264.0,81264.0,161074.0,161074,81264.0,134219.0,81264.0,100444,112694.0,113386,81264.0,81264.0,115763.0,115763,81264.0,81264,142420.0,142420.0,35000
36,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,CSE,33473.0,36656.0,51646.0,51646,45824.0,45824.0,67071.0,67071,49906.0,49906,33473.0,36656.0,43077.0,43077,69195.0,69195,31869.0,27937.0,35000
37,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,ECE,57994.0,57994.0,95697.0,95697,57994.0,125920.0,138858.0,138858,69204.0,69204,153779.0,153779.0,73269.0,73269,57994.0,151418,83253.0,82263.0,35000
38,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,EIE,122764.0,122764.0,122764.0,122764,122764.0,122764.0,132870.0,132870,122764.0,122764,122764.0,122764.0,162773.0,162773,122764.0,122764,148461.0,118189.0,35000
39,ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,EAST GODAVARI,RAJAHMUNDRY,COED,AKNU,MEC,159272.0,159272.0,170988.0,170988,159272.0,159272.0,159272.0,159272,159272.0,159272,159272.0,162702.0,159272.0,159272,159272.0,159272,105238.0,105238.0,35000
40,APCS,ADITYA PHARMACY COLLEGE,PVT,EAST GODAVARI,PEDDAPURAM,COED,JNTUK,PHM,169131.0,169131.0,173540.0,173540,173554.0,173554.0,169163.0,169163,169169.0,169169,169131.0,169131.0,169142.0,169142,169163.0,169163,999999.0,999999.0,60100
41,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,AIM,60526.0,64090.0,126596.0,169838,61716.0,64090.0,101571.0,105912,77219.0,77219,60526.0,64090.0,76583.0,90531,118556.0,127469,54312.0,58624.0,42000
42,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CAD,53821.0,53821.0,132718.0,170777,140421.0,163110.0,102743.0,102743,65743.0,65743,53821.0,141687.0,80091.0,80091,109902.0,124969,44486.0,51140.0,42000
43,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CIV,146025.0,146025.0,173041.0,173041,146025.0,146025.0,165743.0,165743,168046.0,168046,146025.0,146025.0,156551.0,163226,146025.0,146025,100028.0,138864.0,42000
44,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CSE,36109.0,43289.0,86740.0,86740,82950.0,82950.0,74277.0,123992,59596.0,60261,90119.0,90119.0,50615.0,68189,128614.0,128614,39208.0,30560.0,42000
45,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,CSM,60156.0,60156.0,170611.0,170611,171031.0,171031.0,127604.0,141003,80463.0,92176,149073.0,149073.0,90644.0,96476,117164.0,141715,61589.0,55571.0,42000
46,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,ECE,70172.0,75943.0,172720.0,172720,168648.0,168648.0,146667.0,149032,87719.0,101464,100444.0,100444.0,99297.0,99297,153483.0,161583,70601.0,71779.0,42000
47,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,EEE,99251.0,112851.0,99251.0,112851,99251.0,112851.0,128577.0,128577,123041.0,137118,99251.0,112851.0,126521.0,164276,128311.0,128311,98009.0,97244.0,42000
48,BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,EAST GODAVARI,ODALAREVU,COED,JNTUK,MEC,161218.0,164340.0,161218.0,164788,161218.0,164340.0,164816.0,164816,161466.0,164340,161218.0,164340.0,161218.0,164340,161218.0,164340,167686.0,157796.0,42000
49,BVCR,BVC ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSE,79183.0,79183.0,161634.0,170679,81566.0,121640.0,140782.0,140782,102715.0,102715,91038.0,91038.0,147625.0,147625,130539.0,158211,125729.0,77229.0,35000
50,BVCR,BVC ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSM,100730.0,100730.0,112638.0,133605,100730.0,157484.0,165421.0,165421,147582.0,159892,100730.0,100730.0,159521.0,160896,158005.0,158005,120016.0,166327.0,35000
51,BVCR,BVC ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,ECE,124826.0,146799.0,151818.0,151818,156061.0,156061.0,168943.0,168943,164596.0,164596,124826.0,146799.0,124826.0,156144,152034.0,152034,119888.0,135322.0,35000
52,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,AIM,60262.0,74289.0,170928.0,171313,61892.0,74289.0,160032.0,160032,100486.0,100486,94840.0,94840.0,104355.0,104355,156114.0,156114,78042.0,46931.0,52700
53,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,CAD,65160.0,76908.0,153720.0,166906,155180.0,162959.0,109926.0,109926,65160.0,76908,65160.0,76908.0,138631.0,139514,119385.0,119385,70610.0,57474.0,52700
54,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,CIV,129624.0,129624.0,129624.0,135555,129624.0,129624.0,152380.0,152380,150246.0,150246,139616.0,139616.0,152179.0,152179,153367.0,153367,155472.0,121259.0,52700
55,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,CSE,54046.0,54046.0,100028.0,100028,131896.0,131896.0,162520.0,162520,54046.0,54046,54046.0,54046.0,57820.0,63535,104769.0,104769,41790.0,39030.0,52700
56,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,ECE,64344.0,64344.0,166024.0,166024,65168.0,143692.0,158181.0,158181,81132.0,81132,96411.0,96411.0,124688.0,124688,165932.0,165932,77450.0,71885.0,52700
57,BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,EAST GODAVARI,AMALAPURAM,COED,JNTUK,EEE,115672.0,115672.0,128026.0,128026,115672.0,115672.0,147264.0,147264,137882.0,156924,126731.0,126731.0,148416.0,148416,115672.0,115672,98029.0,82878.0,52700
58,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,AID,113502.0,113502.0,165344.0,165344,171067.0,171067.0,170494.0,170494,148501.0,148501,113502.0,172110.0,168211.0,173240,113502.0,113502,999999.0,999999.0,35000
59,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,AIM,147562.0,147562.0,162575.0,168545,147562.0,147562.0,147562.0,147562,158732.0,158732,147562.0,147562.0,147562.0,147562,147562.0,147562,999999.0,999999.0,35000
60,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CIV,122402.0,122402.0,122402.0,122402,122402.0,122402.0,122402.0,122402,122402.0,122402,122402.0,122402.0,122402.0,122402,122402.0,122402,999999.0,999999.0,35000
61,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CSE,64778.0,64778.0,173510.0,173510,64778.0,77841.0,129687.0,129687,141519.0,151504,64778.0,64778.0,89734.0,123663,141961.0,141961,120016.0,120016.0,35000
62,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,ECE,144690.0,144690.0,144690.0,144690,144690.0,144868.0,144690.0,168261,158628.0,168313,144690.0,144690.0,164424.0,164424,144690.0,144690,133288.0,125300.0,35000
63,CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,MEC,142904.0,142904.0,142904.0,142904,142904.0,142904.0,142904.0,142904,142904.0,142904,142904.0,142904.0,142904.0,142904,142904.0,142904,999999.0,999999.0,35000
64,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,AUT,143505.0,143505.0,143973.0,163481,143505.0,143505.0,143505.0,143505,143505.0,143505,143505.0,143505.0,143505.0,143505,143505.0,143505,100827.0,100827.0,58700
65,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CIV,169131.0,169131.0,173380.0,173380,169131.0,169131.0,169163.0,169163,169131.0,169131,169131.0,169131.0,169142.0,169142,169163.0,169163,999999.0,999999.0,58700
66,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSC,42206.0,61733.0,138291.0,171722,155986.0,155986.0,83287.0,130155,62787.0,72366,42206.0,61733.0,56408.0,90679,133839.0,133839,44837.0,47117.0,58700
67,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSD,49882.0,49882.0,130171.0,130171,49882.0,49882.0,75288.0,124053,73698.0,76129,49882.0,49882.0,50627.0,79658,129614.0,129614,49102.0,52576.0,58700
68,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSE,28241.0,28936.0,84211.0,84211,172871.0,172871.0,57367.0,105882,49164.0,49164,121502.0,121502.0,36900.0,49352,75562.0,75562,32364.0,30683.0,58700
69,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSM,46048.0,53341.0,171444.0,171444,63059.0,63059.0,102480.0,106034,68114.0,69935,46048.0,53341.0,56337.0,68593,158636.0,158636,52868.0,52754.0,58700
70,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,ECE,50428.0,61968.0,171988.0,171988,150553.0,171796.0,118028.0,150439,81550.0,103001,51356.0,61968.0,60768.0,67323,130036.0,165344,58375.0,65168.0,58700
71,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,EEE,156482.0,156482.0,158253.0,158253,156482.0,156482.0,156482.0,159433,156482.0,163313,156482.0,156482.0,156482.0,159588,156482.0,156482,162882.0,165546.0,58700
72,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,MEC,150350.0,150350.0,170994.0,170994,154498.0,155879.0,150350.0,150350,152852.0,152852,150350.0,150350.0,163137.0,163137,150350.0,150350,151716.0,133402.0,58700
73,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,MIN,169131.0,169163.0,169131.0,169163,173554.0,173554.0,169163.0,169163,169169.0,169169,999999.0,999999.0,169142.0,169163,169163.0,169163,999999.0,999999.0,58700
74,GIER,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,PEE,64002.0,64002.0,64002.0,64002,64002.0,64002.0,64002.0,64002,64002.0,64002,64002.0,64002.0,64002.0,64002,64002.0,64002,999999.0,999999.0,58700
75,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,CSE,34562.0,63987.0,169709.0,172455,170863.0,170863.0,100215.0,115398,79658.0,79658,86734.0,86734.0,70800.0,88359,82632.0,116956,53610.0,85666.0,35000
76,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,ECE,57496.0,71382.0,160660.0,160660,74817.0,74817.0,131174.0,131174,104868.0,140943,57496.0,128003.0,81215.0,100327,148689.0,148689,90908.0,103403.0,35000
77,GIET,GIET ENGINEERING COLLEGE,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,JNTUK,INF,70085.0,70085.0,170512.0,173334,71669.0,89752.0,108260.0,108584,85937.0,142572,70085.0,70085.0,86721.0,123226,123291.0,141240,58474.0,59333.0,35000
78,GIPR,GIET SCHOOL OF PHARMACY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,AU,PHD,160631.0,160631.0,160631.0,160631,160631.0,160631.0,160631.0,160631,160631.0,160631,160631.0,160631.0,160631.0,160631,160631.0,160631,999999.0,999999.0,35000
79,GIPR,GIET SCHOOL OF PHARMACY,PVT,EAST GODAVARI,RAJAHMUNDRY,COED,AU,PHM,62447.0,62447.0,62447.0,62447,62447.0,62447.0,62447.0,62447,62447.0,62447,62447.0,62447.0,62447.0,62447,62447.0,62447,999999.0,999999.0,35000
80,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CSE,61034.0,61034.0,164183.0,173486,170710.0,172188.0,102103.0,118200,68440.0,68440,62677.0,62677.0,61034.0,73717,101464.0,101464,64711.0,60572.0,35000
81,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,CSM,79091.0,79091.0,79091.0,79091,79091.0,79091.0,82867.0,134198,89234.0,92729,79091.0,79091.0,100900.0,100900,79091.0,79091,74679.0,73561.0,35000
82,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,ECE,74289.0,82359.0,170854.0,170854,75636.0,82359.0,124940.0,152025,146907.0,146907,74289.0,82359.0,103977.0,103977,138362.0,138362,117902.0,78302.0,35000
83,IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,EAST GODAVARI,KAKINADA,COED,JNTUK,MEC,151937.0,151937.0,151937.0,151937,151937.0,151937.0,151937.0,151937,151937.0,151937,151937.0,151937.0,151937.0,151937,151937.0,151937,999999.0,999999.0,35000
84,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,AGR,164724.0,164724.0,165966.0,165966,164724.0,164724.0,164724.0,164724,164724.0,164724,164724.0,164724.0,164724.0,164724,164724.0,164724,134025.0,134025.0,39000
85,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,AIM,135322.0,135322.0,158411.0,158411,155640.0,155640.0,135322.0,135322,163189.0,163189,999999.0,999999.0,160496.0,160496,137373.0,137373,145929.0,145929.0,39000
86,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,CAI,114832.0,114832.0,114832.0,114832,114832.0,114832.0,168643.0,168643,160212.0,160212,138712.0,138712.0,120242.0,120242,148555.0,148555,101015.0,101015.0,39000
87,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,CSE,105949.0,105949.0,164747.0,164747,172141.0,172141.0,154437.0,154437,112567.0,112567,105949.0,105949.0,113050.0,113050,149048.0,149048,71461.0,71461.0,39000
88,ISTS,INTERNATIONAL SCHOOL OF TECH AND SCI FOR WOMEN,PVT,EAST GODAVARI,RAJAHMUNDRY,GIRLS,JNTUK,ECE,106791.0,106791.0,148383.0,148383,108281.0,108281.0,145026.0,145026,168912.0,168912,999999.0,999999.0,142953.0,142953,108426.0,108426,152868.0,152868.0,39000
